사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자,자치구
202206,3호선,홍제,78,0,10096,1377,24865,7870,62264,11444,68282,25178,42653,19370,30551,17491,28088,16451,30421,19342,26585,21390,24397,22301,24404,26921,26514,33566,27112,39973,25642,58709,14009,47522,11149,28489,9419,27336,6676,23714,2143,16173,1,38,1,0,0,0,0,0,20220703,서대문구
202206,4호선,길음,10,1,10442,2247,32550,7519,87394,13563,81870,30907,47358,22693,33074,20168,29074,20941,30433,23180,28376,26470,25962,27423,27519,29402,32168,38528,32938,49959,30854,72544,17746,61326,14413,36926,11532,34385,11537,34446,3463,21165,5,89,0,0,0,0,0,0,20220703,성북구
202206,4호선,남태령,47,0,486,117,1037,1364,2155,3722,3589,5036,2934,2768,2303,1421,2116,1323,2233,1323,1889,1272,1875,1380,2069,1513,3050,1678,4629,1720,3918,2066,1812,1947,1145,1311,722,987,385,802,127,478,2,81,0,0,0,0,0,0,20220703,서초구
202206,4호선,노원,272,2,12147,543,24116,7779,51224,13661,53683,29935,32601,30583,25742,23364,25144,23015,28983,27417,27149,29577,26356,28958,27105,32785,31183,40312,32119,53105,31944,77704,23685,63029,25316,36651,23258,32026,21481,27497,8195,20072,73,3414,0,0,0,1,0,0,20220703,노원구
202206,4호선,당고개,43,1,8463,43,14931,5007,38869,5546,34603,10244,21170,9626,14760,9729,13856,9419,13871,9793,13154,10253,12572,10732,12127,12661,12521,15276,12914,18465,11456,24289,7661,24283,5410,15653,4252,13573,3094,13607,927,10691,6,1301,0,0,0,0,0,0,20220703,노원구
202206,4호선,동대문,178,18,4740,2583,3245,15547,5380,37033,7366,72136,12312,65792,17978,58350,24909,52256,31544,43423,37129,40931,44665,37976,51812,31548,62152,23850,84191,17895,61170,14675,31003,14632,21725,10198,23284,6735,13763,4636,4956,5013,10,169,0,0,0,0,0,0,20220703,종로구
202206,4호선,동대문역사문화공원(DDP),298,1,5682,1487,3891,13025,6810,25370,8215,62421,8820,36429,9698,26348,13914,24659,17332,23423,20135,23319,24800,22299,30273,18788,35158,16850,52880,17030,69783,19773,37155,21086,27818,11623,26517,9027,21285,6829,9050,5852,566,1127,0,0,0,0,0,0,20220703,중구
202206,4호선,동작(현충원),9,0,356,256,661,2040,1850,3149,2647,5908,2531,5326,2537,4371,3803,3247,3508,3073,3076,3256,3103,3031,3646,2947,3623,2753,4883,3315,5493,4125,2582,2957,2779,2413,2628,1289,1905,936,711,1072,8,223,0,0,0,0,0,0,20220703,동작구
202206,4호선,명동,14,1,1069,953,2894,18814,4870,45187,7753,98329,10670,65225,13504,43395,20800,41750,25682,44517,29948,39988,35094,34656,44176,34180,54818,30518,67864,31681,104041,30027,49847,18520,41970,11076,36448,9079,23470,7166,6218,4649,5,373,0,0,0,0,0,0,20220703,중구
202206,4호선,미아(서울사이버대학),48,7,11003,1621,21226,5658,47129,17866,49049,31417,32248,19262,23802,15365,21621,16891,22904,15913,21871,17549,20611,18620,21337,23547,25372,26526,25032,32043,26877,43875,15915,37022,11686,23180,9224,21304,8436,18719,2430,13007,0,75,0,0,0,0,0,0,20220703,강북구
202206,4호선,미아사거리,61,3,15626,2262,38116,7960,94577,19325,94615,33723,59275,32806,42118,27901,39570,28372,39729,32328,38738,32752,37390,36171,40022,45704,46075,54561,42070,66056,41837,95566,30003,76051,29609,45850,17559,42855,14024,37768,5696,22706,8,75,0,0,0,0,0,0,20220703,강북구
202206,4호선,사당,163,57,10477,1533,25522,17879,67281,23733,87082,33767,66410,28360,42916,23385,35926,30318,37386,31458,37152,27827,36270,27697,35820,32126,37408,42499,43406,62329,47514,90420,32312,58248,31003,32715,34303,30847,30949,30087,12008,22227,398,4649,7,10,0,0,0,0,20220703,동작구
202206,4호선,삼각지,4,0,711,516,2275,7144,6872,11587,10282,19162,6314,12151,4913,9365,5310,9720,6547,10407,7782,10316,7822,8811,8031,8973,11178,10261,14658,13987,19208,18782,9666,11884,8722,6591,10287,5426,9654,5379,4920,4010,18,305,3,3,0,0,0,0,20220703,용산구
202206,4호선,상계,42,2,14166,267,36425,7725,85756,19730,70855,20853,41401,17429,30611,14952,27310,16010,28485,19433,25875,19854,22329,21808,23568,25723,27440,33051,25957,41743,23488,60144,15577,58190,11491,35655,10610,31162,11680,29784,2746,21289,7,916,0,0,0,0,0,0,20220703,노원구
202206,4호선,서울역,213,1,4361,847,5933,15844,11739,37087,15113,76781,12283,49079,10669,25916,12596,23695,13422,28190,13176,27696,13803,26038,15079,28032,18700,30074,42776,34741,56810,35079,20148,26266,13671,18719,13187,17110,10184,15597,4243,8618,14,2142,0,0,0,0,0,0,20220703,용산구
202206,4호선,성신여대입구(돈암),27,0,5862,1821,18438,7045,46092,16910,49058,34652,33853,26675,27045,22711,27219,25021,30975,26418,31047,28543,30717,30168,32896,30087,37961,36476,41683,46546,45015,64465,28852,49846,26141,31605,27962,28267,25569,26767,10319,18157,8,38,0,0,0,0,0,0,20220703,성북구
202206,4호선,수유(강북구청),64,6,21534,3126,47543,11878,113622,21257,116562,55348,74069,40184,53478,30972,49296,32139,50967,34306,48313,38680,45910,42162,45520,49280,49930,65090,54259,79326,59928,118637,34608,105378,27679,65670,24701,57727,19985,53516,9168,36599,6,447,0,0,0,0,0,0,20220703,강북구
202206,4호선,숙대입구(갈월),12,3,2619,923,8028,7708,18081,22703,24816,46839,18155,28431,15469,18629,16840,17690,18850,18183,18850,18299,19763,17836,22271,18118,29482,20837,35508,27493,46370,34985,22173,23082,19508,14302,20061,12849,18735,12492,7754,7673,0,5,0,1,0,0,0,0,20220703,용산구
202206,4호선,신용산,13,2,1404,1002,4188,11545,11710,34933,16579,86476,13190,66557,12507,32144,16427,24837,17456,26913,20890,26761,21813,24981,27259,25323,34975,26825,59180,31295,89337,37785,41334,22398,31347,12306,31475,9987,23829,7791,9942,4140,3,11,0,0,0,0,0,0,20220703,용산구
202206,4호선,쌍문,318,18,23708,1164,52197,8730,121179,15208,122427,27486,73717,20186,51149,19666,43733,21293,42417,24752,38929,27196,33793,29775,32372,38597,35768,50856,35170,65201,32700,97111,20947,93603,16079,59115,12846,50833,9844,48462,3797,33088,13,1122,0,0,0,0,0,0,20220703,도봉구
202206,4호선,이촌(국립중앙박물관),31,2,1259,849,5143,7241,12691,13626,15977,27206,11499,23916,9427,20464,11733,18930,15490,19103,15651,21656,17751,19531,22175,18111,28819,16895,30540,16379,29336,20434,12053,14556,9934,8916,9537,8012,5496,7527,1773,4512,3,14,0,1,0,0,0,0,20220703,용산구
202206,4호선,창동,1913,22,16816,3025,39280,13495,87577,19975,78221,38357,48983,30913,39440,28226,37537,28485,39867,32867,36952,38557,34204,42520,36877,45928,43434,51994,45151,62744,45486,90171,26013,77123,20511,46321,18436,40233,14690,37120,6458,24697,364,4977,0,2,0,0,0,0,20220703,도봉구
202206,4호선,총신대입구(이수),99,1,6444,856,16443,9086,47005,18493,57635,42591,37169,31078,28697,24553,27662,24797,28616,26811,30255,28453,27141,29803,28171,34982,29905,40646,33830,52680,39931,74874,24573,47884,23370,27684,19936,24337,17665,21904,7151,14153,26,464,0,0,0,0,0,0,20220703,동작구
202206,4호선,충무로,105,3,3533,3187,4693,22227,8674,52579,13693,156197,14503,95628,15770,51374,21691,42692,25859,40722,31302,39107,36520,33849,41979,30214,51176,30615,84286,36815,135547,40187,63103,23011,46000,12429,45022,11502,38548,9842,18004,8110,21,800,0,1,0,0,0,0,20220703,중구
202206,4호선,한성대입구(삼선교),80,11,6909,994,13086,6680,30415,17669,35314,28055,24384,24454,18789,18337,18847,18056,21242,18415,21611,19454,21520,18717,23007,20348,31071,23327,30255,28437,29818,34565,17792,30048,15422,18498,14283,17594,10779,16761,4426,12067,7,7345,0,0,0,0,0,0,20220703,성북구
202206,4호선,혜화,27,2,3944,2513,7775,23291,17772,49218,19689,108028,23254,78925,28949,58989,34414,55680,37580,67532,40957,80649,50153,71794,67114,57183,81192,56254,99986,62377,109346,69424,63638,50400,64987,19860,82117,18235,81941,15830,25508,11350,7,429,0,0,0,0,0,0,20220703,종로구
202206,4호선,회현(남대문시장),16,0,1605,785,3118,21495,4661,51452,7873,122963,9522,92127,14414,79096,26347,69399,36025,57011,46025,48975,56389,43710,64177,35377,77531,25708,94922,20077,114376,17698,44626,10059,41796,5481,20783,5569,12907,4327,4407,2626,5,392,0,1,0,0,0,0,20220703,중구
202206,5호선,강동,101,1,10475,1263,20425,11610,53638,28552,65432,48972,35452,25592,25564,19354,25419,16953,26640,18686,23151,24279,22751,22476,25743,24524,30930,26541,40955,32789,42745,51500,20329,39565,14471,26491,11842,24726,8741,22789,3133,16029,411,5299,0,0,0,0,0,0,20220703,강동구
202206,5호선,강일,1,0,2494,744,7348,2796,19141,4355,18966,6935,11739,3041,8465,2594,7051,3051,6602,4471,5845,4175,4953,4985,5510,6511,7116,7210,6502,11148,6790,14695,2909,14714,2050,8665,1583,8003,1273,7083,347,5435,59,1366,0,0,0,0,0,0,20220703,강동구
202206,5호선,개롱,7,0,3270,981,9103,3496,23413,7619,21650,15848,12561,8122,10037,5926,9134,6288,9241,6950,8877,7966,7647,8540,8826,9230,11608,13115,12117,15326,12823,19356,6046,19394,4707,10449,4259,8939,2568,10287,815,5443,57,1450,0,0,0,0,0,0,20220703,송파구
202206,5호선,개화산,1,0,4262,502,8216,3724,21826,6098,20252,14329,10927,6689,7997,4958,7977,5355,8153,6140,7820,5866,6867,6168,7350,7338,8425,8848,10057,10672,12476,15983,5619,14679,3466,8989,2849,8416,2324,8018,645,5105,51,1571,0,30,0,0,0,0,20220703,강서구
202206,5호선,거여,2,0,5992,730,16266,4772,49205,9479,42028,18124,22347,10054,15117,6867,13207,8019,13590,8609,12838,11055,11270,10769,12077,12743,15497,20109,15539,22009,15485,34913,7358,32642,5778,16470,5085,14958,3256,16130,955,9183,81,2402,0,0,0,0,0,0,20220703,송파구
202206,5호선,고덕,10,2,3978,1632,11569,5972,29651,16515,24840,17230,16096,12101,13864,11511,15348,10424,14768,10837,13429,15669,14119,12665,16424,14254,21687,16546,20384,16641,15128,28971,9305,24748,7604,12459,7579,11777,7252,11588,1842,6870,271,2613,1,103,0,0,0,0,20220703,강동구
202206,5호선,공덕,5,0,1793,936,5585,7009,21799,29060,29919,79103,14578,38212,11570,15787,13438,14854,15302,14300,16624,14891,16269,13563,17159,14414,22951,17074,38361,26765,62894,43925,23490,21403,18846,12538,19924,11762,16515,11287,7126,6894,906,1510,0,1,0,0,0,0,20220703,마포구
202206,5호선,광나루(장신대),8,0,5345,1856,16191,8362,40345,15507,45451,31984,27189,20550,19619,17041,18891,14112,19769,15697,19769,16844,18716,16307,20598,17532,25545,22291,25466,26915,30975,38843,14784,27353,11937,17471,13295,16608,9022,15795,2764,10488,269,1962,1,0,0,0,0,0,20220703,광진구
202206,5호선,광화문(세종문화회관),79,1,2619,956,3196,27016,8568,72759,12683,251100,11059,111011,13626,49136,19785,47463,25128,42147,33291,44135,38808,36003,46742,29353,59665,29058,102271,36385,198257,44389,68866,19988,51972,8478,55958,7037,47171,5493,17783,3217,1622,765,0,1,0,0,0,0,20220703,종로구
202206,5호선,군자(능동),35,2,7089,846,12048,5695,33199,8301,44713,23992,21177,16990,13442,11232,12845,11237,13850,12895,13789,14575,13029,14767,13454,17138,15713,20972,19578,30099,24683,49917,14982,33384,11943,19730,12062,17999,10264,17772,5168,12301,715,5198,0,687,0,0,0,0,20220703,광진구
202206,5호선,굽은다리(강동구민회관앞),5,0,7006,636,14027,2759,35898,6245,37920,14316,21219,10705,15619,8800,14346,9328,14931,10233,14139,11492,12393,12303,12490,13643,13290,18601,13516,22187,15037,33010,8787,27159,6512,16701,6945,14233,4592,14411,1520,8020,194,2696,0,0,0,0,0,0,20220703,강동구
202206,5호선,길동,6,0,4837,790,8533,3918,21848,7262,26485,17668,14405,13228,12686,9252,12409,9829,13495,11360,13130,10817,11002,12469,11987,13215,13837,16324,14656,18580,15935,25715,8394,19985,6568,12076,6149,9782,4661,9523,1755,5385,251,2033,0,0,0,0,0,0,20220703,강동구
202206,5호선,김포공항,1,1,349,2110,1565,9421,4383,15489,6936,20088,7746,13123,8341,14744,11046,17281,13580,17233,13956,17601,15094,17382,18085,16544,18150,17624,22697,16984,26895,15408,18261,9623,16155,4873,14967,2492,12558,1600,2918,1214,209,471,1,0,0,0,0,0,20220703,강서구
202206,5호선,까치산,198,0,24924,1545,43436,9314,124719,11526,154071,19678,76948,17921,45420,17899,40278,20938,40788,24254,37651,26820,31033,30341,29697,41546,32574,52568,31104,67211,30246,119070,19584,93187,15298,60284,12423,58565,10291,48628,4485,32056,545,7637,1,299,0,0,0,0,20220703,강서구
202206,5호선,답십리,57,1,9236,1026,18045,7329,54501,13700,72479,35014,34070,17174,21387,12868,18911,12991,19959,15103,19283,17040,17391,16457,18693,19146,21850,23208,26785,31070,32321,53063,15184,36285,11038,22382,9311,20749,7085,20107,2943,12331,346,3069,1,11,0,0,0,0,20220703,성동구
202206,5호선,동대문역사문화공원(DDP),2,0,217,263,517,2875,1095,9469,1719,29517,1453,11524,1931,3525,1870,2817,2017,2750,2276,2839,2894,2834,3085,2571,4684,2393,10646,2605,19893,3023,7270,1820,3821,1289,3253,1194,2379,1113,994,820,148,248,0,0,0,0,0,0,20220703,중구
202206,5호선,둔촌동,2,0,4020,490,9326,4480,24163,9982,26449,18806,14955,10902,11155,9556,11174,8764,11387,9564,11003,11523,11147,10632,11589,12779,13802,15599,16005,19221,19344,27766,9625,20603,7663,10226,6828,10595,5102,8639,1862,5582,147,1097,0,0,0,0,0,0,20220703,강동구
202206,5호선,마곡,2,0,2363,1833,7751,6304,24899,14183,23399,48661,13042,30063,10689,13089,10465,10373,10971,11458,12072,11790,12484,11096,14508,11721,18123,13892,28199,16613,39936,23997,16695,19709,11549,10333,10394,9077,7420,9361,2752,5058,288,1778,0,0,0,0,0,0,20220703,강서구
202206,5호선,마장,0,0,2502,591,5858,4069,15411,6521,19496,15615,10759,8627,7951,6368,7825,6361,8599,7013,8047,6905,7718,6025,8320,6953,9421,8610,10340,10955,11996,16083,7073,10945,4871,6963,4577,6659,3613,6347,1387,3950,119,1051,0,8,0,0,0,0,20220703,성동구
202206,5호선,마천,53,0,6916,405,14347,3134,40258,4778,31992,10574,16095,7209,10317,6776,9220,6041,9842,6661,8763,7647,7796,7026,7541,11162,9066,14037,8817,16312,9497,24257,4630,23952,3738,11798,2507,12543,1597,11759,525,7419,75,2429,0,0,0,0,0,0,20220703,송파구
202206,5호선,마포,27,1,2386,1252,8247,10392,25541,21576,33874,69919,17524,33770,13898,15905,14065,16454,15550,14984,17158,15159,16302,13931,17766,15069,21879,18762,34410,27930,57527,42757,20723,23977,18123,13322,20588,12258,15605,10919,6550,7363,892,1408,1,1,0,0,0,0,20220703,마포구
202206,5호선,명일,9,0,5232,1264,14332,3662,35067,7370,32522,13099,18145,9954,15181,9411,13458,9633,14093,8733,12395,11491,11744,11097,11383,13648,14003,17900,12335,18725,12156,35559,7208,28970,5779,15180,5957,12813,3983,13208,1483,8158,180,2372,0,9,0,0,0,0,20220703,강동구
202206,5호선,목동,5,0,8129,1260,20572,5625,59521,15851,74942,26587,34881,20259,24172,15473,22609,13723,22629,17122,21402,20937,20288,20431,19907,24304,22902,31927,25834,43234,28850,75647,16007,52757,13104,30050,12440,28848,13928,26314,4173,15644,449,4130,0,0,0,0,0,0,20220703,양천구
202206,5호선,발산,3,0,3276,2374,9373,12682,26552,37101,27637,108573,17906,57712,17869,28627,20856,28394,24265,27372,26555,28955,29754,25964,35792,26505,41969,27687,61328,33792,82517,47677,36593,35347,30266,18961,30698,14550,25387,13498,10312,8390,1187,2390,0,0,0,0,0,0,20220703,강서구
202206,5호선,방이,2,2,2433,869,7292,3855,18726,7930,17339,24654,11319,12451,9064,8477,8501,7208,9711,9533,10123,8848,8804,10064,10317,11077,11822,13628,14442,18497,20597,20398,9552,17055,7892,9203,10230,7319,10391,6808,1788,4931,140,1003,0,0,0,0,0,0,20220703,송파구
202206,5호선,방화,15,0,4853,6,10675,3654,27083,6148,24576,13401,13598,6913,10709,5868,10556,6191,10346,7029,10201,7942,8862,8434,9600,9772,11721,11352,10429,13339,10186,20727,4857,18559,3988,11618,2653,10318,2004,10288,687,6161,90,2230,0,183,0,0,0,0,20220703,강서구
202206,5호선,상일동,41,0,9580,1355,30809,6145,79506,11516,56107,16321,32791,9533,24087,8480,20077,8702,20165,13064,17909,14607,15684,14011,17950,19367,18760,21711,19238,31400,17873,53713,10386,50003,7879,25292,4990,24583,3835,22485,1415,14728,278,6608,0,947,0,0,0,0,20220703,강동구
202206,5호선,서대문,12,1,2562,1114,5921,14281,17579,67319,22965,157989,16373,44530,15935,20392,19080,18586,19114,17521,18759,21352,21788,17425,26888,14789,37115,14925,67695,18286,110363,23922,28546,14053,22731,9834,21174,10089,16228,8379,6011,5628,599,1461,0,16,0,0,0,0,20220703,종로구
202206,5호선,송정,22,0,3838,1198,8194,4433,20454,7298,22079,11816,14238,7567,11110,6410,9907,7181,10026,7602,9414,7942,8803,8199,9068,9275,10467,11166,11891,13092,12682,18911,7116,15708,5572,9835,5142,9373,3739,8960,1753,5606,222,1577,0,0,0,0,0,0,20220703,강서구
202206,5호선,신금호,18,1,3045,472,7367,2908,21314,9008,28180,13695,14797,7358,9539,5901,8391,5768,8695,7101,8777,7921,7865,7978,8909,10046,11416,12324,9636,15549,10126,24470,7578,16630,5055,10427,3825,9984,3002,9330,1239,6330,164,1521,0,0,0,0,0,0,20220703,성동구
202206,5호선,신길,63,0,1740,383,3841,2170,13679,4834,21545,14281,8151,6189,4538,2838,4205,3046,4516,3209,4256,3703,3962,3611,4031,4211,4712,5397,7273,8853,12854,17025,4612,10337,3235,7664,3282,7852,2591,7884,1333,5484,219,1453,0,0,0,0,0,0,20220703,영등포구
202206,5호선,신정(은행정),71,2,12243,814,23514,3862,64809,8697,77533,14613,35923,8885,20441,7358,18308,8012,16832,9819,16074,11001,12905,12310,13528,16077,14240,21239,14746,27297,15651,46796,8109,35352,5904,22076,5060,21342,4258,20358,1534,13464,132,3203,0,0,0,0,0,0,20220703,양천구
202206,5호선,아차산(어린이대공원후문),16,0,8875,1517,16375,5912,43247,14887,57757,30329,30799,19839,20712,18788,19910,19236,22416,17961,23958,18019,23383,18486,24599,22388,27310,26789,28001,32399,27705,49539,16339,36826,12250,23129,11182,19453,7672,18226,2931,11050,309,2660,0,0,0,0,0,0,20220703,광진구
202206,5호선,애오개,29,0,2348,394,5358,4104,18000,9107,23737,25706,12059,12239,8201,6350,8457,5779,8815,6325,8787,8037,7853,7880,9195,7801,10623,8960,13233,12626,20410,19968,7516,12560,5514,7739,4495,7326,3517,7375,1269,4849,105,2329,0,245,0,0,0,0,20220703,마포구
202206,5호선,양평,1,0,2217,786,6821,2904,24958,9082,28524,37242,11495,13015,7671,5629,7596,5203,7537,5782,7700,5957,6873,5986,7474,6665,8528,8109,14670,11920,29176,21977,8438,15574,5361,9471,4339,9248,3334,8933,1369,5546,120,1534,0,0,0,0,0,0,20220703,영등포구
202206,5호선,여의나루,9,0,1415,1528,2462,11374,4833,38576,8401,67218,4878,26208,4701,18431,6264,18442,7934,19639,9129,22478,12305,23306,18168,23856,25979,24175,45000,26001,59870,28669,29656,18850,38004,11466,35654,7475,29657,5345,11384,2906,697,800,0,0,0,0,0,0,20220703,영등포구
202206,5호선,여의도,6,0,1867,3159,3822,23720,9578,133189,12955,219413,10715,78672,11377,31015,17418,30971,17664,29928,22644,31377,27350,25914,34593,23159,46915,24289,127636,28318,166042,37566,63195,16884,52352,9003,46248,7834,30466,6848,11144,5034,1227,2390,0,0,0,0,0,0,20220703,영등포구
202206,5호선,영등포구청,0,0,984,704,2396,2522,7298,5911,9789,23288,4771,9445,3865,4589,4117,3789,4389,4045,4586,4323,4842,4217,5126,4205,6142,4603,9385,6198,19049,10973,5944,5703,4175,3412,3705,3534,2984,3320,1209,2116,221,404,0,1,0,0,0,0,20220703,영등포구
202206,5호선,영등포시장,1,0,2348,994,5701,5333,21285,12923,31741,38152,14074,23210,9938,15714,10771,14737,12922,16707,14068,20294,14245,16624,17456,13852,21384,14189,27318,17394,37038,30179,15620,17745,11288,10988,10016,10803,7645,10334,3065,7208,338,1330,0,0,0,0,0,0,20220703,영등포구
202206,5호선,오금,1,0,1139,263,3108,2685,8125,9445,7920,20800,4763,7086,4483,3791,4386,3213,5206,3797,4692,3376,4851,3969,6139,4024,8241,4965,10138,5927,13624,7180,4492,6371,3460,3856,2754,3495,2233,3598,821,2985,90,712,0,0,0,0,0,0,20220703,송파구
202206,5호선,오목교(목동운동장앞),2,0,4895,1784,15096,9254,49575,27828,58113,66524,30090,50813,22962,29804,23381,29681,26483,29408,27331,32436,27771,31246,30488,32508,38036,39024,47212,48945,64642,72963,34978,46533,35860,26463,28041,23130,25314,21317,7400,13044,655,3318,0,0,0,0,0,0,20220703,양천구
202206,5호선,올림픽공원(한국체대),3,0,1153,1042,5469,4363,11170,6745,11505,9654,7931,6744,7033,6532,6927,5797,7241,6901,6843,6992,6453,6820,8458,7288,11343,6948,10339,8710,9429,9539,5519,7734,4646,4559,5914,4237,4382,3892,893,3024,75,614,0,0,0,0,0,0,20220703,송파구
202206,5호선,왕십리(성동구청),9,0,1671,510,2511,2898,5995,6303,8398,18858,5174,9033,4626,6805,5249,6940,5786,7533,6133,8238,6564,8225,7148,8156,8710,9277,10676,11125,13997,16285,8226,8915,7198,5437,7860,4768,6838,4192,3353,2843,478,2345,0,184,0,0,0,0,20220703,성동구
202206,5호선,우장산,1,0,6594,717,21599,4992,56245,16398,56741,22620,29494,14934,23651,11952,21762,12662,22282,15041,20646,18110,18798,18605,22308,21738,26379,25913,22497,33232,19217,50353,11642,41470,8882,24244,7544,21649,6264,23354,1705,13981,206,2802,0,0,0,0,0,0,20220703,강서구
202206,5호선,을지로4가,1,1,408,603,655,6565,1504,17676,2491,42198,2435,18388,3309,10896,4974,11098,6328,9909,7742,8874,8878,7694,10024,6917,12498,6177,23270,6147,35834,6171,14706,3181,9343,1731,8018,1533,5681,1087,2660,895,342,231,0,1,0,0,0,0,20220703,중구
202206,5호선,장한평,19,0,7420,1113,17601,12183,52412,22033,70033,63337,36136,27588,21860,18422,19760,18267,21455,17844,20643,18499,19915,17794,21576,20176,27645,25700,35788,36148,56863,60576,24772,42721,15431,24733,11899,23184,9051,21670,3686,14028,347,3079,0,77,0,0,0,0,20220703,동대문구
202206,5호선,종로3가,87,4,1471,513,1889,5711,3147,14911,4335,38959,4712,32040,6274,27377,9701,31428,16056,30774,19271,28998,23792,25484,27336,23254,32452,24000,40206,27480,53855,32000,32669,16996,31183,8621,35125,6649,30216,4931,15277,3403,1375,1220,0,4,0,0,0,0,20220703,종로구
202206,5호선,천호(풍납토성),55,0,6968,1550,11627,13088,27665,18836,35434,40047,22013,34665,21172,27851,23836,27204,27401,28318,29127,30097,29833,29666,34455,32233,39955,34970,48408,41481,51439,53544,35519,39172,33673,22412,23965,19687,19188,17217,8669,10981,1302,2772,1,5,0,0,0,0,20220703,강동구
202206,5호선,청구,6,0,1716,290,3156,2132,7061,3965,10587,14194,6664,6840,5508,4133,5127,3448,4721,3881,5369,4322,5233,4197,5130,4663,6143,5676,7578,6836,12736,9809,7759,7069,4952,4513,3891,4222,3354,4552,1517,3041,249,701,0,0,0,0,0,0,20220703,중구
202206,5호선,충정로(경기대입구),24,1,861,280,2166,1741,6901,9206,8496,31461,4525,12393,3913,4297,4251,4021,4618,3601,5075,4457,5395,4142,5467,3803,6499,4138,12110,5660,26353,8648,6992,5659,4641,3745,4469,4025,3292,4005,1323,2633,187,604,0,57,0,0,0,0,20220703,서대문구
202206,5호선,행당,26,0,3964,740,11422,2524,31390,5106,42366,9296,20530,6576,13600,5367,11471,6123,11494,7258,10697,8367,9398,9248,9684,11028,9695,13974,10497,17879,9862,29417,5933,20031,5091,13026,4113,12135,3346,10976,1068,7261,124,1622,0,1,0,0,0,0,20220703,성동구
202206,5호선,화곡,257,0,22856,1665,39973,10425,114008,14767,142779,30492,69239,23616,43816,17711,39794,18863,39610,22695,37891,25530,31191,28474,30894,35983,35092,48350,36530,63578,35548,115764,21888,86803,15920,51781,13469,49597,10635,44140,4052,29043,474,7016,0,0,0,0,0,0,20220703,강서구
202206,6호선,고려대(종암),33,1,3735,800,7487,4442,21283,10748,26221,26416,13850,13267,9470,9782,9844,9191,10800,9100,12426,11068,10445,9017,12376,9772,16691,11797,19760,13844,19834,22762,9487,17052,7648,10728,7467,10812,6757,10696,2868,7998,340,1832,0,34,0,0,0,0,20220703,성북구
202206,6호선,공덕,142,1,4861,2120,8214,10280,20645,38234,28583,96108,20244,46584,16678,21092,18552,18692,20199,18495,21987,18507,21580,18249,25427,18195,31162,21693,52246,27797,82325,38717,33074,24603,26230,14341,26882,13672,21896,13419,10319,9583,1048,3592,1,100,0,0,0,0,20220703,마포구
202206,6호선,광흥창(서강),0,0,2767,1421,7497,5103,18949,16495,25702,34905,15924,18606,11243,10955,12379,9103,14241,10027,11611,10329,11114,9892,13362,11060,14810,12446,19824,14886,30796,21923,13210,16397,8930,10049,8293,9196,6193,9586,2449,6012,311,1328,0,0,0,0,0,0,20220703,마포구
202206,6호선,구산,4,0,5322,143,11642,2241,29917,7334,37611,6814,18194,4943,12468,4629,11341,5953,11713,6367,10551,6937,9104,7411,10401,8917,12237,12282,9568,13512,8753,19231,5554,19153,4193,9668,3844,8911,3409,8027,1041,5152,115,1219,0,0,0,0,0,0,20220703,은평구
202206,6호선,녹사평(용산구청),16,0,1875,477,2036,4032,5146,9253,7211,16552,5430,8800,4396,7148,4890,7408,5310,8201,6155,9186,6790,8273,7913,9367,11416,10125,13224,12557,17521,15191,10531,10073,10514,5906,11860,4685,11769,4105,6509,2811,715,667,0,0,0,0,0,0,20220703,용산구
202206,6호선,대흥(서강대앞),23,0,2606,842,5231,3712,15153,15537,20811,30223,12661,16862,9309,11436,9768,9970,12737,12724,12859,14167,11387,11268,14763,11812,17190,13115,21729,15707,22371,22336,11973,14707,9377,9289,9868,8129,10082,8460,3465,6603,399,1279,0,0,0,0,0,0,20220703,마포구
202206,6호선,독바위,0,2,2332,234,5019,1031,13861,1938,12701,3067,6378,3254,4298,3447,3991,2499,4030,2996,3603,3079,3450,3237,3299,3995,3615,5254,3077,6519,2766,10552,1738,10107,1202,5757,887,5095,603,5278,251,3664,50,1009,0,0,0,0,0,0,20220703,은평구
202206,6호선,돌곶이,16,0,6172,908,13740,3509,37302,5848,40871,16143,20711,11815,13455,9774,11850,8450,12772,9367,12576,9854,12498,9634,12273,12432,12281,14830,13408,19642,13619,30609,9678,25801,6203,14895,5601,12493,4393,13092,1960,8532,200,2080,0,0,0,0,0,0,20220703,성북구
