사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자,자치구,총승차인원,총하차인원,총유동인구
202104,4호선,쌍문,109,1,22391,1017,52262,9134,124578,15059,131755,27599,72639,19627,46771,18709,38568,19535,38304,24196,35835,25543,31794,28330,30324,37253,33338,46410,34122,62135,33164,103459,21051,98817,14420,57606,12453,51672,9818,50303,2965,27069,2,402,0,0,0,0,0,0,20210503,도봉구,786663,723876,1510539
202104,4호선,창동,1722,10,15576,3120,36374,12249,93115,18492,79955,37803,49037,27716,38146,24937,34900,26764,36208,30200,35618,34305,32952,37966,34246,42082,38916,50230,39796,60654,40313,93969,23841,81411,18541,45788,18716,39368,15506,40154,3743,19680,201,2682,0,1,0,0,0,0,20210503,도봉구,687422,729581,1417003
202104,4호선,충무로,44,6,2509,2790,3810,18065,8454,54842,11663,176455,12204,93962,12862,46314,16692,35855,21260,32586,25173,33046,31981,28895,36461,24897,46154,24804,82795,27346,144567,31330,66572,17688,43908,8917,47916,8407,38097,9297,6168,4201,7,423,0,0,0,0,0,0,20210503,중구,659297,680126,1339423
202104,4호선,혜화,25,0,2525,2706,6622,21125,16545,48170,20583,116948,22307,74935,28004,49805,31765,44067,32368,50308,34990,63612,43117,58537,59946,43234,67778,41897,88153,49565,108881,60916,57317,45021,52891,16093,79302,15653,62063,16540,8579,8023,0,157,0,0,0,0,0,0,20210503,종로구,823761,827312,1651073
202104,5호선,강동,67,1,10617,1521,20050,11406,56077,28371,67190,50356,34161,27273,23095,17692,21294,15224,22700,16361,21845,19628,21214,18551,22301,20930,25231,24088,38703,32805,46582,52884,21342,42215,14379,25501,12379,23339,10085,26947,2402,13681,8,1090,0,0,0,0,0,0,20210503,강동구,491722,469864,961586
202104,5호선,강일,2,0,1184,269,4965,1671,11531,2524,12586,3684,7470,1435,5706,2078,4717,2471,4549,2795,4173,2645,3715,3076,3439,3440,4619,5527,4399,6994,4149,11532,1816,12499,1136,6548,923,5937,610,6433,247,3117,1,3,0,0,0,0,0,0,20210503,강동구,81937,84678,166615
202104,5호선,개롱,0,0,3295,987,8322,3211,24356,7878,20305,17439,11267,8406,8522,6081,7700,5947,8874,6436,8382,7164,7497,7502,8573,8738,10140,10665,11991,14375,13567,19639,6669,20253,4414,9991,4571,9009,2993,11263,600,3867,3,595,0,0,0,0,0,0,20210503,송파구,172041,179446,351487
202104,5호선,개화산,3,0,3917,350,7702,3443,21605,5757,19211,11754,9952,5717,6674,5171,6373,5061,7089,5568,7547,5875,6351,6379,6878,7408,7768,7991,9805,9365,10996,14987,4754,15016,2955,9081,2621,7784,2044,8398,491,3898,2,422,0,0,0,0,0,0,20210503,강서구,144738,139425,284163
202104,5호선,거여,0,0,5088,560,11506,7952,34589,9064,29554,17947,15465,9466,10973,5911,9732,6491,11313,8187,9925,8107,9022,8213,9070,9996,14149,13161,15025,16450,14625,24145,6436,23753,4672,11348,4394,10744,2815,11761,628,5986,4,598,0,0,0,0,0,0,20210503,송파구,218985,209840,428825
202104,5호선,고덕,1,0,3140,1474,11531,5845,31557,14854,24565,19307,14376,10920,12902,9498,12710,8558,12689,10369,12343,11937,12534,11433,14239,12710,18712,13766,18708,16827,15848,26612,8638,26537,6644,12429,6775,10961,6264,11311,1514,6310,6,515,0,0,0,0,0,0,20210503,강동구,245696,242173,487869
202104,5호선,공덕,17,0,1699,935,5441,6677,21588,33219,28566,84769,13616,40727,10440,16742,12646,14172,14726,13072,15713,13868,15457,13052,16176,13302,22175,15728,38271,23809,69438,44136,25736,22373,18641,11765,21079,10130,19028,11870,2372,4441,8,311,0,0,0,0,0,0,20210503,마포구,372833,395098,767931
202104,5호선,길동,8,0,4474,720,9416,3815,21867,6734,28011,17426,13438,13197,11046,9972,10839,9439,12377,10020,11554,11433,10481,10993,11160,12876,12441,14975,14692,16940,17040,27203,8648,20610,6465,11847,5935,8950,4875,10946,802,4219,6,506,0,0,0,0,0,0,20210503,강동구,215575,222821,438396
202104,5호선,김포공항,2,0,305,2088,2045,8886,5428,13678,7854,18305,8620,12536,8299,11302,9923,12410,9883,14319,12358,15844,13780,15155,15201,14419,15326,14034,18353,16100,24234,15533,16563,9735,14077,4424,14507,2119,11270,1549,2180,696,12,62,0,0,0,0,0,0,20210503,강서구,210220,203194,413414
202104,5호선,까치산,125,0,23530,1377,42551,8172,125774,11495,154452,20912,74334,17286,43131,17814,37063,20199,38070,23794,36669,26961,31109,30348,28248,40134,30789,50880,30067,67312,29839,120893,18520,103670,14126,59774,12613,55494,11033,55650,3041,26127,9,761,1,1,0,0,0,0,20210503,강서구,785094,759054,1544148
202104,5호선,답십리,12,0,9320,1107,18153,6489,57017,14405,75820,34245,33243,16792,19247,11457,16938,11765,18305,13929,17976,14450,16305,14969,16411,17745,18782,22066,24466,30928,32096,57019,16700,41407,10335,22275,9286,20731,7806,23917,1713,10207,13,794,0,0,0,0,0,0,20210503,성동구,419944,386697,806641
202104,5호선,둔촌동,1,0,3513,1113,9368,7968,24748,10632,27424,22090,13789,10855,10392,8498,10091,8359,11064,9899,10346,10335,10755,10212,11413,12052,15659,14276,17635,18349,21074,26589,10648,22686,7109,10654,7582,9818,5960,9615,987,5084,1,3,0,0,0,0,0,0,20210503,강동구,229559,229087,458646
202104,5호선,마곡,2,0,1958,1434,7357,5519,24103,11953,21598,46161,11476,28501,9560,13115,9826,9681,9827,10698,10673,11617,11563,10693,13849,10929,18760,11583,25668,14167,38263,21020,15612,17700,9836,8882,9093,8337,7126,8894,1519,4353,5,324,0,0,1,1,0,0,20210503,강서구,257675,255562,513237
202104,5호선,마장,0,0,2310,550,5818,3309,15935,6732,20334,16424,10423,7075,7409,5806,7073,5420,7592,5991,7172,6091,7315,5962,7499,6830,8269,7819,9500,10486,11980,15992,7268,11283,4491,6970,4362,6370,3839,7100,861,2830,3,269,0,0,0,0,0,0,20210503,성동구,149453,139309,288762
202104,5호선,마천,21,0,6067,213,10810,3648,29315,4333,26682,10662,12611,6520,8609,6629,7464,5900,8528,6482,8108,6421,6812,6589,7039,9393,8445,11509,8736,13129,9180,21462,4178,19398,2996,10554,2214,9720,1379,9983,352,6647,0,728,0,0,0,0,0,0,20210503,송파구,169546,169920,339466
202104,5호선,마포,9,0,2318,1373,7235,10787,25034,24033,33912,72700,16861,35944,12414,15742,12835,14324,14132,13852,15661,15144,15178,13374,16409,13691,20887,16212,33928,24314,60710,41407,23595,24414,17341,12911,20841,10770,17631,12024,2346,4905,8,522,0,0,0,0,0,0,20210503,마포구,369285,378443,747728
202104,5호선,명일,1,0,4785,785,12680,3430,37308,6982,33111,12655,16169,9523,13643,8166,11940,8235,12873,8898,11712,9951,10598,10539,10909,12780,12686,16112,11450,19400,12038,33646,6981,32981,5480,13771,5748,12436,3857,12583,897,7225,3,589,0,0,0,0,0,0,20210503,강동구,234869,240687,475556
202104,5호선,목동,0,0,7352,1120,19869,6488,59378,14452,71500,27847,32127,20832,21739,15481,20373,13860,20870,15756,20699,19135,19950,19596,19489,23374,21798,29203,25434,43827,28771,78256,15756,58136,12769,30093,12806,26862,14902,29058,2668,12194,1,111,0,0,0,0,0,0,20210503,양천구,448251,485681,933932
202104,5호선,미사,4,0,5828,219,22468,8590,64145,9776,59190,18028,27789,14619,19038,10634,16670,11229,18243,13049,16432,13706,14878,15226,17011,14920,19972,21823,22899,26512,22457,58258,12366,60657,10832,27437,11528,24882,11090,27228,2514,11716,1,1973,0,0,0,0,0,0,20210503,하남시,395355,390482,785837
202104,5호선,발산,2,0,3019,2277,8846,13626,25897,32953,26609,108104,15971,54473,16105,26059,19068,23377,21923,24657,23181,26570,26050,23273,30837,22243,38389,24060,55701,29112,81796,42598,36327,32793,27440,15124,29737,12563,27846,12502,3703,5082,3,525,0,0,0,0,0,0,20210503,강서구,518450,531971,1050421
202104,5호선,방이,1,0,2135,764,7156,3468,19392,7962,16715,23582,9478,12717,7574,7235,7406,6313,8706,7791,8460,8612,7748,8399,8695,9567,10324,12547,12364,15763,19774,21089,10238,15584,7722,8624,9197,7120,9931,7292,1101,3540,0,375,0,0,0,0,0,0,20210503,송파구,184117,188344,372461
202104,5호선,방화,5,0,4498,4,10552,3343,27498,5830,24057,14102,12794,6517,9677,5457,8811,6360,9920,8022,10313,7448,8661,7653,9247,8655,11225,10097,10173,12181,10327,19418,4625,19508,3372,11466,2770,10266,2100,10687,568,5413,1,620,0,0,0,0,0,0,20210503,강서구,181194,173047,354241
202104,5호선,상일동,12,0,8820,782,31963,5380,90967,11721,60416,18101,30853,9939,21753,8422,18419,9411,18869,12520,17643,13612,15488,14158,16405,18364,18436,21809,19440,31087,19334,52954,10259,55464,7119,29594,5392,24032,4047,24464,1353,14719,8,1828,0,0,0,0,0,0,20210503,강동구,416996,378361,795357
202104,5호선,서대문,7,0,2665,1320,5841,14411,16890,68232,21945,157539,15116,41107,14449,18786,16354,14524,16659,14006,16356,19064,19131,14988,24145,12991,33187,12875,58383,16188,114351,23465,31049,13451,22606,8577,20445,8558,15433,9334,2183,3431,2,211,0,0,0,0,0,0,20210503,종로구,467197,473058,940255
202104,5호선,송정,31,2,3635,1264,7832,4230,21001,7678,22050,13449,13344,8026,10129,6928,9250,7086,9294,7868,9368,8163,8722,8242,9508,9526,10755,10688,12765,12753,13486,19248,7394,15741,5064,10262,4851,8778,4175,9973,962,4650,5,318,0,0,0,0,0,0,20210503,강서구,183621,174873,358494
202104,5호선,신금호,5,0,2757,269,6705,2929,20802,8281,27880,14839,14172,6831,8640,5532,7442,5471,7917,6120,7698,6843,6913,7152,7452,8719,10422,10867,10651,14390,9755,23956,6760,17060,4814,10215,3811,8976,3032,10496,784,4042,8,283,0,0,0,0,0,0,20210503,성동구,168420,173271,341691
202104,5호선,신길,56,1,1690,424,3473,2022,12759,4973,19766,15658,6974,6434,3823,2736,3678,2754,4059,3144,4088,3796,3388,3377,3622,3705,4637,5016,7124,8877,13937,17015,4495,10205,2745,6842,3388,7638,2773,9358,808,2948,0,25,0,0,0,0,0,0,20210503,영등포구,107283,116948,224231
202104,5호선,애오개,0,0,2089,381,4999,3665,17328,10207,23742,30479,11102,12110,7805,6561,8008,6003,8132,6394,8768,7396,8076,7368,8882,7666,10555,8720,13346,11604,23367,20397,8112,13244,5307,7606,4866,7153,4070,8301,850,3446,2,1105,0,0,0,0,0,0,20210503,마포구,179406,179806,359212
202104,5호선,양평,5,0,1847,625,6286,2927,23426,9374,27039,39247,10762,15250,6806,5809,6670,5096,7017,5440,7191,5802,6841,5784,7673,6634,8374,8122,14767,11255,32840,21930,9781,15815,5584,8866,4695,8875,3883,9393,737,3937,1,20,0,0,0,0,0,0,20210503,영등포구,192225,190201,382426
202104,5호선,여의나루,8,0,1103,1123,2386,9985,5244,38711,7803,64669,4625,30197,4282,17086,5434,18853,7400,22573,8897,29536,13012,33413,20213,33252,30766,30250,51901,27842,70266,29172,39463,17347,42682,9552,36259,6215,26836,6117,7028,1880,9,328,0,0,0,0,0,0,20210503,영등포구,385617,428101,813718
202104,5호선,여의도,0,0,1806,2385,3712,21224,9465,138935,13495,220304,11225,75337,11009,28759,16597,29015,16554,27502,21413,30161,25606,26344,34342,22938,45894,22198,126278,25822,176786,35772,68425,16815,52260,8550,49170,7123,34221,7420,3699,2316,3,1473,0,0,0,0,0,0,20210503,영등포구,721960,750393,1472353
202104,5호선,영등포구청,1,0,798,499,2172,2504,7805,5720,10230,22537,4742,9526,3716,4440,3859,3693,4098,3698,4456,4347,4506,4323,5092,4312,6124,4838,9083,5923,18993,10380,6715,5948,3696,3414,3610,3235,3071,3867,659,1235,0,3,0,0,0,0,0,0,20210503,영등포구,103426,104442,207868
202104,5호선,영등포시장,4,0,2326,954,5794,5426,19994,13995,28814,38505,12490,21990,8937,12997,10061,12175,11278,12549,12583,14713,12658,13165,14695,12260,17027,12532,22860,15503,35264,27724,14825,17555,9868,10173,8860,9682,7847,12047,1410,3953,0,4,0,0,0,0,0,0,20210503,영등포구,257595,267902,525497
202104,5호선,오금,2,0,1136,348,2951,3143,8843,9186,8203,20716,4970,6374,4068,3646,4433,3002,5256,3424,4552,3470,4750,3441,5747,3706,8303,4483,9502,5635,14375,7365,4569,6572,3426,3854,3003,3274,2566,4304,554,1855,0,266,0,0,0,0,0,0,20210503,송파구,101209,98064,199273
202104,5호선,우장산,0,0,6019,769,20497,4720,55211,16637,54880,24431,27393,13509,20086,11910,19210,12716,20425,14025,20282,16680,18207,17391,20811,20063,23592,24174,22264,29524,19058,50657,11065,43080,8431,24068,7518,19513,6083,24059,1098,10116,3,346,0,0,0,0,0,0,20210503,강서구,382133,378388,760521
202104,5호선,을지로4가,3,0,381,367,576,5472,1079,16588,1881,45077,2143,19383,3047,11062,4659,9212,5674,8362,6651,8008,7938,7190,9279,6130,11219,4950,22142,4516,37098,4798,16206,2412,8638,1201,7447,1054,5987,992,923,416,0,31,0,0,0,0,0,0,20210503,중구,152971,157221,310192
202104,5호선,장한평,5,0,6411,993,17053,10360,52515,21799,69987,68975,34141,28752,20177,16252,17532,14470,20005,15903,19888,16601,19089,16745,19994,19345,24153,23719,34897,33812,55639,60211,24774,44937,14592,24733,13125,21102,11354,23590,2236,9428,10,1019,0,1,0,0,0,0,20210503,동대문구,477577,472747,950324
202104,5호선,종로3가,16,1,784,467,1851,5492,2726,14666,3799,40458,3755,32253,5160,24191,8855,24826,11871,24653,14697,25395,17570,22730,20739,20072,26713,19923,36251,21268,52328,26425,30269,13149,26338,4905,35963,3022,26583,3150,2709,1273,1,109,0,0,0,0,0,0,20210503,종로구,328978,328428,657406
202104,5호선,청구,2,0,1556,273,3066,1593,7054,4162,10587,15521,6034,6453,4803,4218,4280,3387,4450,3675,5081,4208,4932,4222,4884,4218,6219,5121,7633,6660,13492,10053,7994,7216,4849,4426,4265,4236,3803,5408,1117,1889,3,111,0,0,0,0,0,0,20210503,중구,106104,97050,203154
202104,5호선,하남검단산,6,0,2153,14,6947,1626,16423,3935,12744,7794,8052,7946,6726,11308,6620,8803,7344,7825,7898,7727,8954,6762,10071,8707,11902,8944,11417,8740,9808,12638,5708,13680,4092,7630,3441,6295,2343,6700,324,3769,0,789,0,0,0,0,0,0,20210503,하남시,142973,141632,284605
202104,5호선,하남풍산,0,0,1603,50,4790,1219,11369,4955,10198,13245,5709,6788,4521,4926,4259,4199,4440,4251,4328,4383,4352,4196,4908,5063,6523,5246,8772,6032,11867,10315,5027,9440,3840,5154,3582,4815,2502,5136,526,2239,3,606,0,0,0,0,0,0,20210503,하남시,103119,102258,205377
202104,5호선,행당,2,0,3861,731,10913,2574,32588,5302,43038,9737,19704,6494,12146,5204,10720,5659,10732,7135,9909,7794,8753,8257,8894,10437,8601,12261,9236,17556,9956,31811,6053,21835,4623,12989,4075,11573,3820,13851,926,4421,12,217,0,0,0,0,0,0,20210503,성동구,218562,195838,414400
202104,5호선,화곡,79,0,21209,1575,40023,10087,113616,14943,144380,28296,66135,22576,40614,16875,35711,18224,37026,21143,35320,24984,30308,27258,28690,34302,32503,45217,35201,61138,34773,116077,21442,94169,14711,53084,12876,46689,10484,49239,2468,23387,1,979,1,0,0,0,0,0,20210503,강서구,757571,710242,1467813
202104,6호선,공덕,100,1,4568,1931,7350,9579,20539,38009,27784,97577,18044,49521,15315,22566,17115,17395,18496,17430,20372,17923,20863,17665,24134,17060,30298,19205,49986,25073,87723,37697,34543,24433,25126,12865,27257,12313,24010,14678,4049,5522,18,1413,0,0,0,0,0,0,20210503,마포구,477690,459856,937546
202104,6호선,구산,1,0,4573,205,11186,2222,28787,7192,34856,7185,17331,4883,10904,4343,9919,5880,10821,5840,9882,6812,8721,6760,8664,8773,11753,10929,9842,12903,8854,19409,5040,19070,3870,9649,3916,8388,3478,8351,684,4054,0,396,0,0,0,0,0,0,20210503,은평구,203082,153244,356326
202104,6호선,독바위,1,0,1922,220,4708,968,13937,1547,13308,2859,6121,3496,3951,3862,3992,2814,3686,3003,3834,2809,3286,3135,3392,3547,3312,4760,2811,6173,2490,11147,1483,10935,928,5985,883,4787,690,5664,220,3077,1,232,0,0,0,0,0,0,20210503,은평구,74956,81020,155976
202104,6호선,돌곶이,20,0,6095,762,13644,2779,35450,5984,39791,15931,19323,9174,12308,7801,10781,6904,11368,8711,11690,8974,10510,8973,9935,11160,10706,13887,11716,18733,12970,30690,9592,26321,5520,15186,4809,12206,4560,14871,1333,7048,0,161,0,0,0,0,0,0,20210503,성북구,242121,226256,468377
202104,6호선,동묘앞,122,1,4182,646,4781,4484,8793,9793,12300,27524,9995,19749,9316,13868,11620,14038,14728,13138,14336,14201,16164,14136,18438,13554,21001,12776,22801,12536,24102,15059,12089,11624,8094,7485,7106,7069,5843,8191,1515,7010,1,753,0,0,0,0,0,0,20210503,종로구,227327,227635,454962
202104,6호선,디지털미디어시티,141,8,5276,2902,13502,12808,44142,26807,46586,71611,23822,28210,13983,10885,11986,9648,12200,10511,11911,11638,11298,11568,12862,12910,17370,17345,30872,23261,50245,40940,20138,31570,10310,17634,8231,15996,6718,18013,1633,7176,32,1042,0,0,0,0,0,0,20210503,은평구,353258,382483,735741
202104,6호선,마포구청,6,1,6498,1983,13094,7741,38899,14457,51633,34760,29077,17050,18784,12366,17234,10976,17376,13485,17467,14364,16042,14217,16553,16755,19171,18431,23556,24220,36196,40278,16332,30440,11338,18891,11696,17138,8872,20349,2401,8520,2,84,0,0,0,0,0,0,20210503,마포구,372227,336506,708733
202104,6호선,망원,1,0,5158,773,9812,4902,27036,8907,37738,32096,22619,28478,15767,18516,15494,20233,17751,24330,19027,26183,19213,25741,20602,28209,23757,29616,27747,34557,37009,47532,24490,34584,19410,16826,21508,14705,18167,15169,3985,7584,0,25,0,0,0,0,0,0,20210503,마포구,386291,418966,805257
202104,6호선,버티고개,1,0,706,330,1849,1306,4999,2675,7736,5092,4364,3217,2930,2444,2703,2320,3077,2223,2995,2513,2578,2886,3114,3220,3388,3346,4288,4327,5876,6424,3196,5092,1992,3007,1678,3152,1476,3833,366,1427,2,74,0,0,0,0,0,0,20210503,중구,59314,58908,118222
202104,6호선,보문,4,0,3311,943,7268,3920,18411,8417,28592,18443,14467,9102,9002,6282,8210,5469,9175,6354,9221,6949,8353,6614,8912,7750,10920,8737,12466,12749,16213,20538,8002,16307,5619,10259,5834,9627,4817,12640,1716,5708,0,107,0,0,0,0,0,0,20210503,성북구,190513,176915,367428
202104,6호선,불광,35,2,1370,406,3622,2948,9953,4248,12054,7792,6244,7410,5439,5377,5999,5735,6977,5850,7518,6219,8096,6558,8598,6987,10099,7795,9506,9298,9602,14662,5933,10922,4543,5917,3934,5101,2658,5794,451,2776,0,37,0,0,0,0,0,0,20210503,은평구,122631,121834,244465
202104,6호선,삼각지,1,0,1503,752,3319,4224,7704,13195,11293,22818,7260,8303,5091,5719,6319,5217,7118,5778,7967,5675,7902,5179,9272,5420,10786,6114,16993,7963,23115,12202,10287,7643,7248,5248,7802,5131,7500,7650,1782,2534,1,108,0,0,0,0,0,0,20210503,용산구,160263,136873,297136
202104,6호선,상수,4,0,1019,758,3136,2784,7628,6273,12531,23940,7207,17852,5499,12380,5796,11616,7577,12719,9064,14674,9157,13488,9960,13380,12534,16089,17289,20329,25071,27861,16880,17951,14103,8445,18999,5976,23263,6839,3993,3066,1,41,0,0,0,0,0,0,20210503,마포구,210711,236461,447172
202104,6호선,석계,807,5,7940,1812,19548,4163,49277,7593,53124,13172,27202,9927,18181,9280,15393,10481,15996,12450,15995,13231,13917,13983,13275,17771,14518,22309,14838,29218,13571,50274,10329,43769,7337,23244,7607,19919,6525,22490,2073,11053,20,608,0,0,0,0,0,0,20210503,노원구,327473,336752,664225
202104,6호선,신내,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20210503,중랑구,3,0,3
202104,6호선,신당,114,2,7241,945,5565,6181,7128,16042,9724,38916,8310,21097,8064,12638,9358,9560,10606,8253,9162,9446,9286,7392,11660,6953,15325,8504,18309,10387,25121,15258,14235,17620,11789,8774,11601,6186,17122,8162,2916,8518,3,803,0,0,0,0,0,0,20210503,중구,212639,221637,434276
202104,6호선,약수,2,0,1198,236,1753,1789,4447,6276,6678,16753,4740,8182,4098,4887,4101,4304,4374,3983,4603,4754,4717,4433,5174,4730,6130,4976,8213,6050,12288,7867,6014,5367,4274,2855,4756,2629,4107,2968,813,1170,0,85,0,0,0,0,0,0,20210503,중구,92480,94294,186774
202104,6호선,역촌,1,0,1765,239,5673,1870,15580,2694,15956,8159,7905,3823,5033,3056,4635,3901,5306,3973,5307,4300,4533,4421,3952,4903,4072,7020,4341,8872,5104,15810,2497,13454,1746,6888,1584,7124,1354,7212,306,3887,0,0,0,0,0,0,0,0,20210503,은평구,96650,111606,208256
202104,6호선,연신내,0,0,0,0,1,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,20210503,은평구,24,0,24
202104,6호선,응암,8,0,10909,1133,25484,5081,73686,9560,87630,17710,41799,11439,25372,12571,22588,13555,23863,16757,22912,17488,20043,19804,19372,24206,20860,29646,20813,41462,20875,73958,12942,61240,9613,37277,8490,29682,7331,33350,1688,15592,0,652,0,0,0,0,0,0,20210503,은평구,476278,472163,948441
202104,6호선,이태원,4,0,2046,950,4345,6735,8811,11233,13514,26480,9693,20908,7490,13327,8184,13350,10251,14861,11910,16556,12548,15701,15825,16576,21146,19446,25196,23177,29296,30335,20974,21682,18383,10927,25493,7955,28228,8969,3618,4329,1,414,0,0,0,0,0,0,20210503,용산구,276956,283911,560867
202104,6호선,창신,5,0,2239,274,5182,1989,14857,6183,16403,6755,8401,2978,4921,2205,4178,2406,4246,3006,3993,3046,3407,2898,3767,3581,6452,4173,5031,5826,4499,9263,2631,7927,2242,4726,1545,4777,1413,5533,415,2290,0,31,0,0,0,0,0,0,20210503,종로구,95827,79867,175694
202104,6호선,청구,4,0,1566,444,2868,2544,6914,7233,9618,25268,5626,10449,4248,4784,3901,3828,3925,3654,4259,4136,4052,3833,4433,4449,5324,4892,6908,5687,13087,7382,8628,5467,5096,3534,4691,3329,4274,3776,1160,1650,4,202,0,0,0,0,0,0,20210503,중구,100586,106541,207127
202104,6호선,태릉입구,8,1,3943,910,6948,2823,18526,3946,21015,7673,10517,6096,7034,4863,6636,5596,7041,5796,7230,6391,6816,6853,6734,7775,6861,9648,8510,12982,7919,22217,5596,18975,4044,9817,3747,9693,3507,10506,1103,5905,2,662,0,0,0,0,0,0,20210503,노원구,143737,159128,302865
202104,6호선,한강진,5,0,557,566,1262,7198,2826,18842,4650,34874,3761,26407,2759,14263,3449,14258,4438,13421,5763,18501,7344,12850,11477,13160,18127,14091,27425,17092,32567,22645,22246,11329,16150,3063,20719,2722,30658,2976,1973,1218,5,756,0,0,0,0,0,0,20210503,용산구,218161,250232,468393
202104,6호선,합정,6,0,3361,1277,5477,6013,13323,16209,19900,41778,13111,26600,10590,15193,11488,15790,13415,16715,15403,19047,16384,17214,18416,18105,21855,21019,28004,26357,45291,38599,28311,24517,23858,11465,31532,10400,31027,12174,5120,5674,0,44,0,0,0,0,0,0,20210503,마포구,355872,344190,700062
202104,6호선,효창공원앞,11,0,2010,533,4750,2918,15631,6650,23555,21937,13220,12169,8807,6999,8089,6405,8712,7205,8799,7703,8400,7597,8735,7898,10738,9450,13766,11515,21286,18069,9725,13379,5771,7853,5669,7335,4797,8187,1170,3075,4,285,0,0,0,0,0,0,20210503,용산구,183645,167162,350807
202104,7호선,가산디지털단지,614,6,7546,5884,8909,24805,21503,121712,24065,399782,16819,227179,16576,58679,21561,35486,26984,32358,31409,32836,36615,29327,45622,27919,64883,26587,184864,28761,330730,34202,139411,24853,72724,13009,63815,11082,37859,11424,6865,5450,41,452,0,0,0,0,0,0,20210503,금천구,1159415,1151793,2311208
202104,7호선,강남구청,1,0,1352,1802,3306,12739,6705,33238,8831,106626,8127,95093,8427,35573,10131,22070,12261,19185,14387,20333,18079,16358,23257,14958,27856,15113,43460,16926,86081,19517,51903,11948,31189,7447,32640,6248,29906,5628,4349,2475,5,255,0,0,0,0,0,0,20210503,강남구,422253,463532,885785
202104,7호선,건대입구,30,2,3279,875,4063,6454,11991,17250,18102,32816,14246,24668,11473,17875,12242,15475,13376,17252,14591,19849,16306,18814,19730,18082,23165,19061,32719,24918,31702,36541,22044,25041,24763,12270,23184,10341,21657,10464,5055,4710,2,1748,0,0,0,0,0,0,20210503,광진구,323720,334506,658226
202104,7호선,고속터미널,12,6,1076,2649,2858,23556,9816,37236,15873,50481,17284,33365,17799,22840,19623,19536,20276,18592,20730,22196,21590,20312,30516,15902,34215,15766,51549,16722,49858,20052,28828,13250,29119,7603,26613,7548,22145,5510,5333,1933,10,131,0,0,0,0,0,0,20210503,서초구,425123,355186,780309
202104,7호선,광명사거리,176,0,21651,5287,32110,11775,80201,17206,93687,27047,47595,22190,29579,20823,27003,22144,28588,24012,28332,26237,26172,27101,26530,33076,30271,39123,34566,53072,32027,83598,20436,66451,16233,36087,13414,30366,10116,30558,2489,14169,18,1390,0,0,0,0,0,0,20210503,광명시,601194,591712,1192906
202104,7호선,남구로,21,0,20063,1694,15946,6647,30955,32234,33096,103754,21207,49227,13944,17262,12419,13181,14013,12997,13645,13951,13316,13362,15050,15538,18208,19552,39516,34223,78425,31653,34499,22144,17616,14540,13327,16715,9758,16217,2310,6710,10,183,0,0,0,0,0,0,20210503,구로구,417344,441784,859128
202104,7호선,남성,13,0,5355,683,12925,3550,38138,7068,54673,14574,30552,10590,17850,9840,14861,9207,13904,10802,14524,12165,13271,12684,12649,15214,12988,18230,13403,22990,14435,39298,8107,30697,7158,18221,7192,16767,5280,18577,1464,7510,12,311,0,0,0,0,0,0,20210503,동작구,298754,278978,577732
202104,7호선,내방,3,0,2310,1360,6570,10602,17341,24118,26580,81894,18234,41318,13263,17156,13041,13522,13922,13506,16140,15310,16337,14534,17483,14516,21593,16358,35623,20374,70219,28310,24886,19765,16603,11134,17683,9877,13581,11316,2472,4088,5,1406,0,0,0,0,0,0,20210503,서초구,363889,370464,734353
202104,7호선,노원,40,1,6539,2023,14124,6566,37052,18266,36955,44147,27089,41192,25754,31165,27654,26840,29553,29096,30895,32688,31324,33124,33030,34815,36930,36083,37305,43235,43280,57059,27050,47849,26397,21792,22709,16815,22994,16880,3470,10453,18,806,0,0,0,0,0,0,20210503,노원구,520162,550895,1071057
