사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자,자치구,총승차인원,총하차인원,총유동인구
202412,5호선,공덕,4,0,1756,919,5041,7886,19498,30450,32336,76286,16883,40178,15261,18930,17392,20256,19026,17829,23098,18588,22475,18423,25139,20674,29263,24244,46307,37073,63496,51993,27618,24859,23903,15873,24765,15066,18467,13044,8333,7061,1117,2179,8,83,0,0,0,0,20250103,마포구,441186,461894,903080
202412,5호선,길동,5,0,5237,878,9454,4313,22446,7141,28367,19551,16418,15421,15442,11685,15498,12185,16827,13276,16753,13564,15168,15723,15811,16551,17517,20942,18379,22156,18189,29528,9902,21939,7728,14478,7214,11767,5289,11092,2395,6410,466,3033,7,33,0,0,0,0,20250103,강동구,264512,271666,536178
202412,5호선,김포공항,28,2,990,3552,5001,10197,19016,18355,24762,23906,13249,15124,12421,15413,18882,18249,21454,18570,24227,19467,29674,18508,33041,18227,30461,18748,34104,20783,40345,18468,26678,10734,22960,5215,19948,3294,17474,2276,8503,1399,501,691,0,26,0,0,0,0,20250103,강서구,403719,261204,664923
202412,5호선,까치산,338,5,23925,1494,43096,8180,114120,10742,146110,21287,79568,18474,50388,18521,44716,22236,45560,26712,41423,29727,36307,35308,34291,46302,36244,58813,36473,74515,32040,120868,20464,90859,15844,62165,13598,59848,10796,50042,5372,32058,905,9708,22,579,0,4,0,0,20250103,강서구,831600,798447,1630047
202412,5호선,답십리,13,0,8860,1519,18464,11428,53903,14113,77215,35012,37446,18999,24610,13939,21533,14581,23181,16505,22651,19053,22160,18850,23474,22580,30483,27719,34588,36067,34360,58090,16667,37342,11892,25681,9892,24216,7294,22745,3336,14102,549,4521,23,190,0,5,0,0,20250103,성동구,482594,437257,919851
202412,5호선,둔촌동,2,0,4814,565,10318,7205,27008,13378,30110,24235,19588,14945,14731,12410,15296,13075,16114,13765,16728,16204,16767,15359,19680,18532,21524,20992,25137,25986,23463,34552,12441,23643,10018,13256,8494,13691,6549,10845,2987,6926,369,2012,13,24,0,0,0,0,20250103,강동구,302151,301600,603751
202412,5호선,마곡,7,0,2603,2434,7755,10046,23039,20005,25284,54641,14747,32859,12407,15460,12939,13495,14444,14575,15645,15154,16949,13959,21004,14856,26261,18674,36657,23438,44487,31261,20290,21432,15928,11884,14028,11347,10196,10028,4112,5829,642,2394,0,46,0,0,0,0,20250103,강서구,339424,343817,683241
202412,5호선,마장,2,0,2463,508,5925,4196,15681,6557,19798,15118,11817,9017,9314,8121,9406,8714,10907,9433,10118,8801,10613,7885,11535,8926,12600,11039,12592,14371,12586,19310,7921,11713,6559,8418,6218,7896,4370,7483,1709,4480,273,1531,3,31,0,0,0,0,20250103,성동구,182410,173548,355958
202412,5호선,마천,48,0,7157,274,13719,2693,41490,4212,32745,11078,17861,6691,12311,6900,10886,6164,11621,7099,10262,8829,9551,7957,9063,13143,9996,14434,9265,17608,10272,24809,4415,21419,3434,12186,2476,12552,1790,11905,765,7085,139,2904,1,0,0,25,0,0,20250103,송파구,219267,199967,419234
202412,5호선,마포,9,2,2455,1827,8279,10683,26872,20694,36698,70448,21329,36929,18434,18916,18712,20604,20338,18099,21878,18392,22335,16958,24037,19285,29845,25544,42982,39536,60382,52037,25891,27733,24381,17824,25709,16165,18569,13993,8045,8557,990,2543,8,76,0,0,0,0,20250103,마포구,458178,456845,915023
202412,5호선,명일,2,0,5360,1401,12837,3043,30369,6356,30337,12926,17962,9369,16682,10399,14762,9815,15974,9523,14361,12726,13820,12176,13307,15948,15503,19755,13746,19732,12490,33840,7970,24548,6976,14903,6116,12937,4358,13988,1904,7922,493,2759,3,76,0,0,0,0,20250103,강동구,255332,254142,509474
202412,5호선,목동,26,0,8119,1443,20088,5578,58275,12719,69901,25088,36422,20341,27196,16408,26126,15682,26394,18495,25213,23015,24424,23489,24705,28096,27098,35344,28994,49778,29717,80009,16289,52415,14671,33196,13065,31388,10983,28721,4740,16215,690,5464,2,92,0,0,0,0,20250103,양천구,493138,522976,1016114
202412,5호선,미사,13,2,7934,870,21643,7507,68266,13570,64764,27136,34869,24326,27529,19590,25494,20698,28197,23505,29098,24489,27653,27337,31699,28359,32675,38371,33649,48217,33297,71577,20991,64760,19142,36800,20009,30434,17402,27809,8594,18397,2133,6354,19,103,0,1,0,0,20250103,하남시,555070,560212,1115282
202412,5호선,발산,0,0,3686,2493,10450,15372,27765,41482,30162,118002,20689,65532,22020,37567,27103,36790,31625,36766,35320,35726,41847,34495,48586,34104,54723,39448,79506,47664,92275,61741,43285,40496,40627,22773,41745,19130,32493,16197,14054,9752,1798,3528,6,71,0,0,0,0,20250103,강서구,699765,719129,1418894
202412,5호선,방이,3,0,2611,889,6830,4003,17939,8113,18455,23105,12361,12861,11381,9371,10477,9291,11787,11190,12017,10892,10882,12697,12526,13801,13655,15979,16762,21673,19627,23832,10324,17641,9435,10489,11981,9022,11461,7537,2457,5482,291,1447,16,11,0,0,0,0,20250103,송파구,223278,229326,452604
202412,5호선,방화,29,2,5203,5,11417,3293,26970,5217,25054,13110,15663,7455,13040,6248,12566,7112,12215,7857,12476,9041,10734,10361,11754,11679,12371,13903,11705,15921,10340,21908,5340,19614,3922,12625,3049,11854,2147,11180,924,6991,165,2749,1,314,0,2,0,0,20250103,강서구,207085,198441,405526
202412,5호선,상일동,87,1,10149,1335,30174,7108,72087,12065,57988,17060,35005,9906,27338,9558,23688,10200,23357,15063,21621,17630,19872,17415,21458,24962,22244,26079,22645,38923,20788,56421,11179,46819,8035,29200,5939,28301,4008,24641,1885,15933,578,7149,11,1388,0,0,0,0,20250103,강동구,440136,417157,857293
202412,5호선,서대문,12,0,3103,1057,6503,16571,18000,66821,24178,174302,18759,51872,22541,28755,24197,24597,28262,22500,26443,26500,29745,20904,36969,19007,46478,20742,78837,25153,113317,30750,33003,17704,28056,11982,26168,12456,17802,9755,7026,5688,783,1749,20,67,0,0,0,0,20250103,종로구,590202,588932,1179134
202412,5호선,송정,23,0,3627,1149,7788,3571,17704,6750,22284,11388,15604,7287,12387,6696,11035,7458,12252,8450,10853,8845,10602,9399,10643,11132,12206,12950,13026,14894,12506,20944,7531,16125,5964,11482,5128,10950,3985,9787,2165,6217,336,2302,5,40,0,1,0,0,20250103,강서구,197654,187817,385471
202412,5호선,신금호,34,0,2896,474,6415,2690,19132,8457,28569,13758,15687,8142,10844,6662,10065,7201,10196,8155,10690,8837,10706,9649,9816,12142,12342,14386,11214,18167,10880,26255,7243,17279,5243,11639,4474,11169,2997,9856,1288,6056,294,2176,0,29,0,0,0,0,20250103,성동구,191025,203179,394204
202412,5호선,신길,29,0,2223,506,4573,2280,16660,5179,25841,14155,11550,7336,7951,3466,6294,3976,6776,4848,6256,5999,5756,7842,6348,9804,8229,10859,14344,13852,20079,22807,7329,13590,4751,11159,4798,11495,4384,10607,1993,6856,311,1863,2,61,0,0,0,0,20250103,영등포구,166477,168540,335017
202412,5호선,애오개,98,26,2219,766,5777,4515,18887,7486,27065,16683,13211,11250,9808,7239,9815,6918,10812,6884,11130,8136,9720,8909,11193,9501,11820,11203,13736,16403,14462,22881,7318,14296,5308,9365,4483,9290,3012,8765,1235,5227,154,2452,9,415,0,9,0,0,20250103,마포구,191272,188619,379891
202412,5호선,양평,4,0,2619,1072,6789,4656,24005,9762,29545,41768,13639,14658,9707,6904,8762,6304,9497,6604,9837,7577,9143,7601,10063,8491,12388,10444,21225,14533,32358,24050,10056,15839,6794,11145,5732,10999,3889,9989,1526,6203,248,1986,3,26,0,0,0,0,20250103,영등포구,227829,220611,448440
202412,5호선,여의나루,3,1,1000,1393,2519,9428,5814,44511,10043,72749,6333,30691,7609,24208,9670,25193,12013,24266,12868,29335,17791,35775,24864,47929,36321,38938,71717,35680,81125,27669,38366,14182,34386,8028,22294,5643,12836,4425,3276,2594,518,966,46,21,0,0,0,0,20250103,영등포구,411412,483625,895037
202412,5호선,여의도,15,0,2702,2788,3849,25381,10174,150106,14847,218847,12564,85915,14675,41299,22650,43289,23883,45865,30995,59116,38609,66431,52451,62259,72017,64643,170432,54805,196257,55119,90876,25949,81410,14280,67753,11208,39818,8638,13170,5075,1416,2866,5,71,0,0,0,0,20250103,영등포구,960568,1043950,2004518
202412,5호선,영등포구청,2,0,1193,513,2840,2269,8596,6563,14503,26210,6337,10585,4879,5713,5343,5238,6114,5496,6486,6001,6809,5681,7732,5830,9036,6824,12996,9112,22940,15722,7734,7988,6128,5288,5358,5312,3954,4640,1958,2815,267,705,2,12,0,0,0,0,20250103,영등포구,141207,138517,279724
202412,5호선,영등포시장,18,0,3033,838,6732,5129,25641,13628,37622,43302,16988,25875,12842,19366,14079,19748,16569,23832,17619,25733,19361,21936,23975,19781,30336,21114,38800,26544,50271,39068,22628,23348,17068,14785,14265,14008,11775,12784,4628,8100,554,1941,11,33,0,0,0,0,20250103,영등포구,384815,380893,765708
202412,5호선,오금,20,0,1005,522,3273,2790,7571,9075,8020,20556,6097,7518,5447,4117,5269,3982,5802,4178,5927,4342,6132,4666,7312,4974,8627,6139,10940,7128,14657,8245,4650,6250,3644,3911,3092,3828,2299,4206,935,2955,156,1116,1,7,0,7,0,0,20250103,송파구,110876,110512,221388
202412,5호선,우장산,0,0,7361,1036,21725,4405,51072,13904,58410,22612,33057,15713,27976,14565,28055,15004,27524,17873,25633,20907,24306,23711,26058,26964,27689,31487,25425,37915,20816,55562,12261,41806,9468,27048,8367,25740,6553,24497,2260,14855,409,3864,12,51,0,0,0,0,20250103,강서구,444437,439519,883956
202412,5호선,을지로4가,1,0,332,483,851,5377,2301,17103,3811,42950,3628,19941,4716,12435,6464,12230,7444,11104,9649,9931,11529,9026,13463,8446,15925,7894,28145,7971,36627,8241,14411,4815,10079,2982,8921,2757,6003,1928,2812,1233,462,455,1,21,0,0,0,0,20250103,중구,187575,187323,374898
202412,5호선,장한평,31,1,8050,1321,18864,13691,55527,22621,76530,67539,41233,30854,26574,22816,24339,21685,25891,22272,26462,23252,26896,22680,28744,26427,36715,33261,48644,46075,63902,68796,27516,47506,17311,30642,14701,28564,11682,26771,5261,16344,827,4954,12,389,0,18,0,0,20250103,동대문구,585712,578479,1164191
202412,5호선,종로3가,65,1,1390,495,2403,7338,3325,14600,5140,45389,6850,37000,11517,34544,14753,38189,22008,38070,24464,35460,30075,32542,37381,31960,43570,33007,52234,36740,60996,38470,37589,21983,36979,12749,42056,10056,34676,8192,18081,4887,3069,1677,72,56,0,1,0,0,20250103,종로구,488693,483406,972099
202412,5호선,청구,8,0,1537,327,2430,1722,6543,3357,10281,13537,6626,7993,5666,4282,5361,4112,5247,4470,5861,5035,5901,5391,5984,5676,7979,6544,9226,8192,13384,11067,6795,7084,4607,5168,3941,4830,3353,4584,1749,2902,266,854,16,37,0,0,0,0,20250103,중구,112761,107164,219925
202412,5호선,하남검단산,5,1,4364,11,9637,2994,23440,4818,19592,11115,13400,10294,12136,9721,10016,9615,11510,12136,11982,10652,11690,11766,13146,14634,14225,13466,14231,16357,12935,18130,8075,16575,7643,10925,6453,10529,4880,8781,1418,6560,147,3018,0,21,0,2,0,0,20250103,하남시,210925,202121,413046
202412,5호선,하남풍산,7,1,1987,373,5318,2321,9879,7430,11130,17407,7967,10222,7556,7346,7408,6694,8044,5471,8244,7246,8476,6802,9607,7327,11292,9011,12861,8124,13664,11310,5301,10246,4079,6261,4097,5648,2870,5803,969,3689,245,1371,3,14,0,0,0,0,20250103,하남시,141004,140117,281121
202412,5호선,행당,17,1,3791,674,10839,2466,29773,4855,43108,9563,21839,6551,15188,5539,13679,7142,13600,8032,12576,9142,11359,10831,11907,13207,11569,16470,11877,20300,10725,30817,6558,20031,5123,14364,3937,13695,3210,12104,1233,7158,287,2118,0,23,0,0,0,0,20250103,성동구,242195,215083,457278
202412,5호선,화곡,492,4,22272,1641,40474,9439,109512,15306,142636,32699,74437,26112,48689,19892,44878,22010,46991,26050,44024,29423,39826,34280,38113,42510,41568,55333,43446,72296,41559,122586,23870,87404,17597,57864,15387,53721,11460,47484,5169,30709,797,8921,12,132,0,3,0,0,20250103,강서구,853209,795819,1649028
202412,6호선,공덕,182,1,4942,2307,8304,12502,21586,38382,32080,96205,23107,49715,20900,25015,23825,23852,25317,22973,27843,23836,28991,23889,33828,26376,39803,30364,62764,37727,83944,46361,41273,28520,34389,18623,31630,18187,24420,16636,11357,11501,1436,4898,2,330,0,0,0,0,20250103,마포구,581923,558200,1140123
202412,6호선,구산,25,0,6304,185,11978,2146,30702,6350,38816,7420,21828,5564,15330,5128,14155,7174,14337,7696,13607,8253,12211,9283,13266,12132,14540,15710,12594,17359,9687,22952,6291,20251,4832,11629,3995,10693,3217,9233,1249,6139,256,1873,2,10,0,1,0,0,20250103,은평구,249222,187181,436403
202412,6호선,독바위,6,0,2303,280,4741,1030,13418,1977,13014,2998,7132,2529,4898,2857,4492,2521,4436,3232,4067,3211,3621,3559,3853,4371,4230,5920,3546,7233,3026,11437,1768,10164,1263,6248,894,5589,575,5275,320,3557,72,1336,0,10,0,0,0,0,20250103,은평구,81675,85334,167009
202412,6호선,돌곶이,25,1,7087,1528,14704,5911,39468,6399,44647,17260,23616,10699,16829,8970,14843,9449,16063,11314,15804,12626,14028,12788,14722,16351,16915,18607,17938,24435,15909,35228,10728,28016,7510,17305,6632,15877,4911,15232,2594,9676,705,3329,2,23,0,0,0,0,20250103,성북구,305680,281024,586704
202412,6호선,동묘앞,122,2,4869,909,5210,4091,10418,7767,15781,20574,13297,18094,12769,16234,15541,18103,17971,17993,18471,20208,22333,19892,24822,18572,26410,18446,25781,18843,22306,20754,13563,15584,10604,11117,8899,11335,6675,11239,3685,8781,680,2714,12,137,0,0,0,0,20250103,종로구,280219,281389,561608
202412,6호선,디지털미디어시티,130,9,6547,2844,17608,11989,52595,29570,56296,65431,31159,30461,20856,12827,18647,12334,18546,13636,17931,14978,17096,16267,19027,18806,24906,26845,38185,34544,45702,51559,19271,37503,10979,24281,8752,23994,6350,22624,3277,13666,782,5507,3,52,0,0,0,0,20250103,은평구,434645,469727,904372
202412,6호선,마포구청,35,6,6263,1686,14404,6981,40213,14361,55655,34979,35472,18872,23651,14151,22506,14131,22954,17369,22863,18589,21406,17421,22317,21938,24718,24480,28921,30727,35654,44667,18110,32741,12945,22666,12104,21301,8731,21113,4310,13632,695,3678,4,45,0,0,0,0,20250103,마포구,433931,395534,829465
202412,6호선,망원,8,2,5738,848,9543,5600,26355,9843,36827,31759,24814,32384,19816,24707,20406,30155,26005,32686,27591,37210,29240,34131,31671,38803,35041,41362,39326,44366,43427,51990,30250,36766,26473,20407,24729,18213,20041,15808,9776,11261,1570,2804,14,48,0,0,0,0,20250103,마포구,488661,521153,1009814
202412,6호선,버티고개,2,0,865,326,1653,1487,5026,2464,7096,6047,5111,3712,3808,2648,3486,2265,3635,2671,3346,3005,3225,3381,3851,3937,4182,4273,5281,5278,6789,6845,3251,5139,1968,3752,1649,3624,1382,3443,685,2308,123,611,0,51,0,0,0,0,20250103,중구,66414,67267,133681
202412,6호선,보문,40,0,4233,810,7951,4537,22690,9332,32557,19118,18467,10853,12108,8182,11738,8285,12544,8809,13484,9515,12587,9314,13087,11175,15319,13371,17059,17079,18182,25602,8864,19935,7163,12861,6906,13070,5412,13495,3080,9213,723,3280,1,36,0,0,0,0,20250103,성북구,244195,227872,472067
202412,6호선,불광,31,1,1586,591,4434,2521,11863,2987,14470,7015,7929,7138,6930,5821,7571,6412,8365,6446,9180,7889,9933,8010,11505,8984,12578,9834,11362,11746,10556,15770,6081,11350,5384,7047,4193,6148,2368,6301,1014,4003,211,1294,0,7,0,0,0,0,20250103,은평구,147544,137315,284859
202412,6호선,삼각지,13,0,1575,749,2908,6363,7553,14594,12840,27957,8926,16155,8327,10612,11603,10116,11938,10826,13278,11037,13861,9761,16450,10304,19949,11743,26063,14883,30599,17417,14249,10674,12308,7268,12635,6909,10386,7823,5724,5218,1035,1721,8,19,0,0,0,0,20250103,용산구,242228,212149,454377
202412,6호선,상수,19,0,5843,1216,7067,3698,10628,6353,13558,23873,10485,27592,8861,19685,9855,18774,12851,21392,14560,23090,15538,21902,17845,21332,22851,24643,26422,30252,30178,38588,23453,26093,22190,17318,25480,13932,26853,13153,17502,10541,3443,3317,18,24,0,0,0,0,20250103,마포구,325500,366768,692268
202412,6호선,석계,1147,8,8855,1685,18953,5311,47018,8509,53682,14187,30020,11149,22511,10681,20279,13423,20482,15101,20237,16555,19172,17857,18781,22452,19523,29118,19379,35363,16351,52840,12006,41158,8679,25726,8498,23544,7395,21921,4005,14276,868,5089,12,52,0,0,0,0,20250103,노원구,377853,386005,763858
202412,6호선,신내,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20250103,중랑구,12,0,12
202412,6호선,신당,149,2,5924,1210,4830,7249,7215,13791,11368,35860,9669,21988,8560,14665,10750,12934,12696,13415,13616,14349,14902,13928,17064,12025,20926,14177,25965,18277,28646,24275,18525,21681,17899,11703,18986,9032,22397,8996,8423,9259,2009,2883,21,57,0,0,0,0,20250103,중구,280540,281756,562296
202412,6호선,약수,7,0,1227,313,1861,2329,4687,6031,7675,16350,6154,8698,5244,5636,5239,5506,6076,5344,6359,5701,6311,5498,7305,6442,8401,6804,10293,8603,13547,10537,7764,6493,5963,4114,6163,3612,5078,2942,2509,1952,576,767,0,3,0,0,0,0,20250103,중구,118439,113675,232114
202412,6호선,역촌,1,0,2162,323,5377,3273,15621,3133,16386,7074,9000,4056,6563,3742,6154,4949,6294,5468,6707,5346,5925,5961,5338,6819,6008,9251,5913,11737,5214,17665,3201,13944,2167,8467,1914,8298,1429,7595,662,5266,102,1586,1,7,0,0,0,0,20250103,은평구,112139,133960,246099
202412,6호선,연신내,0,0,0,0,1,0,0,0,3,0,4,0,5,0,8,0,7,0,5,0,6,0,3,0,7,0,11,0,4,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,20250103,은평구,70,0,70
202412,6호선,응암,22,0,11465,1303,25689,6399,69190,9446,89073,19687,48631,16259,31410,14903,29621,16499,29983,19997,29758,21043,25566,24132,25629,31591,27942,37627,26971,49778,23738,75170,14394,58331,10667,38325,9294,34273,6766,30466,2921,20123,493,6582,3,47,0,0,0,0,20250103,은평구,539226,531981,1071207
202412,6호선,이태원,270,5,12858,1826,10629,11114,9317,11794,10517,26689,9584,24687,9761,18488,11189,16424,12390,18656,14491,20275,17294,19555,21830,21042,30051,25514,31680,30838,37311,36477,28547,30094,25429,23487,26972,21662,26326,21857,18240,17263,3723,6800,49,109,0,0,0,0,20250103,용산구,368458,404656,773114
202412,6호선,창신,3,1,2907,251,5000,2004,14708,5961,17005,5935,9332,3747,6187,3223,5431,2910,5526,3649,5404,4011,4584,3926,5326,4777,6220,5585,5109,7374,4883,9738,2864,7763,2614,5258,1869,5453,1198,5013,675,3389,95,1146,0,8,0,0,0,0,20250103,종로구,106940,91122,198062
202412,6호선,청구,9,0,1696,455,2783,2564,7267,6218,10010,21162,6660,11344,5072,4774,4994,4190,5073,4417,5449,4708,5725,4643,6075,5364,7845,6082,8536,7312,14142,8188,8149,5323,5125,3996,4120,3734,3456,3450,1873,2403,308,869,4,35,0,0,0,0,20250103,중구,114371,111231,225602
202412,6호선,태릉입구,11,0,4382,1073,6950,2866,18628,3399,22303,9280,12057,7352,9753,5723,9602,8643,9874,7527,10016,8253,9583,9491,9971,10377,10689,12900,10583,16347,10428,24461,6503,18121,5133,11845,4896,11546,3832,10473,2220,8367,491,4061,1,55,0,0,0,0,20250103,노원구,177906,192160,370066
202412,6호선,한강진,23,1,640,841,1382,8794,3760,22064,5143,40004,4891,29049,3807,22414,5689,23600,7615,25320,9949,34323,14221,27717,21596,28911,35226,29873,49544,31727,48437,36737,37217,17131,29389,5782,26722,4353,32422,3707,4796,2517,587,1823,6,224,1,8,0,0,20250103,용산구,343063,396920,739983
202412,6호선,합정,79,0,3814,1138,5943,5954,11864,16258,19006,41020,14511,29065,12480,20134,14395,21462,17983,22690,20395,24539,23061,22178,25806,24712,29028,30495,36648,35055,48544,46572,34049,29582,31441,16423,35790,14070,32805,12652,17870,9512,3130,2828,47,73,0,0,0,0,20250103,마포구,438689,426412,865101
202412,6호선,효창공원앞,4,0,2575,629,5419,4044,16123,7527,27215,24522,15462,12460,11122,9270,10965,8557,11736,8662,12036,9838,11239,9680,11807,10161,14274,12667,18271,15237,23671,20889,10062,14640,7123,9692,5947,8735,5066,8632,2732,5723,586,2269,3,17,0,0,0,0,20250103,용산구,223438,203851,427289
202412,7호선,가산디지털단지,505,5,6772,4979,9600,29718,23274,136705,27729,368758,20515,212908,19039,59550,24371,37234,32982,35251,37923,36272,44500,31511,58143,28994,84995,29005,211595,31842,287132,36584,113250,25256,65682,16023,52176,13927,28357,12536,12305,8574,1482,3154,4,51,0,0,0,0,20250103,금천구,1162331,1158837,2321168
202412,7호선,강남구청,27,0,1796,1769,4051,15632,7283,35236,9946,101932,9498,94983,10060,42830,12769,25924,15169,23412,18408,23692,23389,21336,29307,19694,34779,19825,53643,22573,83260,22939,49797,13985,32668,9660,31724,7550,23153,6136,10250,4288,2025,2008,2,12,0,2,0,0,20250103,강남구,463004,515418,978422
202412,7호선,건대입구,69,3,4105,1119,5062,8585,13070,20083,19697,40408,16101,31614,15335,27985,20314,25076,20347,28020,23021,29437,26475,26936,34625,27284,37048,28192,43534,34044,37439,41537,26481,26131,29018,15395,24886,13449,21639,11415,11376,6871,1957,3584,7,344,0,5,0,0,20250103,광진구,431606,447517,879123
202412,7호선,고속터미널,23,0,1447,2706,3357,22037,11806,37265,20803,48850,27983,38132,27832,33605,31047,32684,32840,28433,33236,31831,37096,28726,46930,24049,49901,25222,62428,27291,51352,27668,37699,16729,38458,10520,33909,10326,24903,6144,6948,3654,686,921,3,29,0,0,0,0,20250103,서초구,580687,456822,1037509
202412,7호선,광명사거리,191,1,18191,6198,28348,12312,75220,15477,80623,25715,44735,21696,31451,23423,30406,29006,32503,31635,33215,33298,33061,33791,34805,38751,41103,43960,39308,53969,33240,77160,22199,55339,15535,32709,12158,29287,9499,24469,4126,16690,740,4628,10,80,0,3,0,0,20250103,광명시,620667,609597,1230264
202412,7호선,남구로,187,1,18469,1414,16030,6725,28899,30416,34863,88277,24222,41971,16344,20234,15276,16236,16842,15084,16633,15770,15990,15257,18563,18542,22070,24667,43970,34325,66499,31989,28188,21941,15465,15835,11168,17350,7584,15185,3556,8308,553,2227,4,32,0,0,0,0,20250103,구로구,421375,441786,863161
202412,7호선,남성,12,0,6136,863,14411,3602,36082,6169,52493,14829,34009,11602,22042,10983,18695,11950,18778,12749,18204,14236,16868,15504,16173,20278,17049,23054,16687,30041,14935,43414,9735,30543,7949,21288,7516,19050,5574,17000,2432,10784,486,3392,6,30,0,0,0,0,20250103,동작구,336272,321361,657633
202412,7호선,내방,6,0,2441,2124,7982,17406,17519,24592,26522,73684,21186,45270,16967,22130,17107,18126,18600,18201,21019,20099,22723,18411,24706,19374,32258,21430,47989,27719,64686,32520,26059,20855,20182,13638,18871,12264,13527,10306,4552,7032,835,3090,9,248,0,0,0,0,20250103,서초구,425746,428519,854265
202412,7호선,노원,40,3,7741,2378,14717,6345,37386,13078,41498,46178,29048,44905,29268,35152,33901,37168,37877,38287,39264,42799,41823,42446,46690,45809,50595,47852,49043,51091,48672,65775,33543,50098,31253,26700,24660,22049,20571,18905,9453,13281,1774,4275,12,45,0,0,0,0,20250103,노원구,628829,654619,1283448
202412,7호선,논현,60,1,2809,1364,4471,17459,8596,38605,13263,102117,11912,87849,11606,36769,13844,25073,16435,23505,18214,25717,23956,23873,29641,22882,37702,26522,61434,33783,93908,37925,52622,20731,36321,12255,39104,9683,36458,7667,19737,5423,3702,2621,2,6,0,0,0,0,20250103,강남구,535797,561830,1097627
202412,7호선,도봉산,158,2,6226,1091,18335,4233,49564,7281,38862,12656,21178,13009,14298,13767,12981,12293,13370,12827,12671,13822,12235,13852,13219,16028,14608,19337,11450,24328,10276,36379,5015,36764,3794,23393,3096,19999,2106,17557,942,11953,168,5103,0,212,0,0,0,0,20250103,도봉구,264552,315886,580438
202412,7호선,마들,14,0,10998,1322,25688,3114,63381,7771,61845,12676,33811,10893,25108,11043,23212,12375,24116,14950,21597,16621,19120,18556,19803,22763,18966,27608,16127,32406,13666,48455,8442,45259,5884,27426,4302,23804,3280,21922,1486,14024,223,4811,5,36,0,0,0,0,20250103,노원구,401074,377835,778909
202412,7호선,먹골,9,1,7376,675,12472,2942,32966,5820,41409,15171,25146,10493,18158,9636,16759,10672,17129,12647,16655,13806,15885,14711,15361,18304,16576,23094,16597,27422,17317,38216,11124,30430,8412,20292,6974,17805,4925,15815,2224,10280,449,3417,3,197,0,0,0,0,20250103,중랑구,303926,301846,605772
202412,7호선,면목,98,1,13027,836,22739,4850,53133,8797,67567,25127,39432,16415,27057,14883,23407,14740,24444,17912,23645,17650,21720,19069,22469,24669,24460,30410,22341,35639,21388,50976,14554,42664,9387,26948,7046,24003,5150,23159,2879,13344,523,4711,3,53,0,0,0,0,20250103,중랑구,446469,416856,863325
202412,7호선,반포,8,0,887,1071,2897,15311,8110,11984,11884,18191,8452,16420,7045,11232,7267,12036,8824,10971,10014,10424,11186,10003,14531,9976,21918,10456,20904,11019,18522,11836,12169,7134,10136,5062,10243,4508,7442,4212,2224,2577,301,760,4,0,0,0,0,0,20250103,서초구,194968,185183,380151
202412,7호선,보라매,12,0,3701,756,5976,2742,16584,8176,24021,19283,15399,9901,9639,8343,8995,9063,10622,10557,10602,9544,10688,9786,11948,11301,12765,13123,14179,17859,17550,23731,9059,16994,8105,11157,7056,10349,5411,9428,2224,6013,345,2294,3,39,0,0,0,0,20250103,동작구,204884,210439,415323
202412,7호선,사가정,19,1,12019,1387,23416,7580,52389,10814,68847,25594,41609,17824,28686,16921,25900,17907,26996,20771,25101,21120,23814,23660,24463,30699,26145,36320,26374,45472,25251,65487,17718,50092,12956,31230,10525,29043,8238,25292,4624,14269,883,4842,11,36,0,0,0,0,20250103,중랑구,485984,496361,982345
202412,7호선,상도,1,0,5574,1994,11961,5537,33604,8051,44109,22931,28781,17510,19806,17223,18583,15233,19655,16254,20178,16178,19306,18902,20370,19267,23722,22353,25140,29419,22757,42066,12872,29017,11317,20021,10823,18217,8759,17414,4822,11898,1047,3486,7,28,0,0,0,0,20250103,동작구,363194,352999,716193
