구명,연도,업종,평균_당월매출,연령대_20_매출,연령대_30_매출,연령대_40_매출,연령대_50_매출,주말_매출_비율,폐업률,총_유동인구,유동인구_20대,유동인구_30대,유동인구_40대,유동인구_50대,출근시간_유동인구_06_11,점심시간_유동인구_11_14,저녁시간_유동인구_17_21,평균_승차,평균_하차,총_직장인구,직장인구_20대,직장인구_30대,직장인구_40대,직장인구_50대,임대료,임대료_증감률,경쟁강도,임대료_매출_비율
강남구,2019,분식전문점,653384052.1017964,127938597.93413174,144839541.44311377,142787222.50898203,81959647.73652695,0.2211,7.82,928198.9296116504,184485.3713592233,219326.4757281553,170824.6359223301,109888.74757281554,186583.43689320388,149304.4708737864,172608.45388349515,604128.4583333334,630089.9036458334,937043.0,186311.0,286727.0,238932.0,155251.0,130580,0.0,919,0.0002
강남구,2019,양식음식점,1366631257.972067,268871371.452514,321127024.0223464,225084923.9273743,142567603.62569833,0.2955,9.9,928198.9296116504,184485.3713592233,219326.4757281553,170824.6359223301,109888.74757281554,186583.43689320388,149304.4708737864,172608.45388349515,604128.4583333334,630089.9036458334,937043.0,186311.0,286727.0,238932.0,155251.0,130580,0.0,2267,9.6e-05
강남구,2019,일식음식점,967583811.2388887,177414935.51666668,207630069.0833333,139752403.96666667,84134036.20555556,0.1966,10.23,928198.9296116504,184485.3713592233,219326.4757281553,170824.6359223301,109888.74757281554,186583.43689320388,149304.4708737864,172608.45388349515,604128.4583333334,630089.9036458334,937043.0,186311.0,286727.0,238932.0,155251.0,130580,0.0,842,0.000135
강남구,2019,중식음식점,901719166.112782,113601579.21804512,171520947.10526314,141938337.31578946,97959746.60150376,0.2374,5.97,928198.9296116504,184485.3713592233,219326.4757281553,170824.6359223301,109888.74757281554,186583.43689320388,149304.4708737864,172608.45388349515,604128.4583333334,630089.9036458334,937043.0,186311.0,286727.0,238932.0,155251.0,130580,0.0,378,0.000145
강남구,2019,치킨전문점,296685930.88461536,47133719.93076923,60612161.99230769,68820869.93846154,42961517.27692308,0.2288,12.26,928198.9296116504,184485.3713592233,219326.4757281553,170824.6359223301,109888.74757281554,186583.43689320388,149304.4708737864,172608.45388349515,604128.4583333334,630089.9036458334,937043.0,186311.0,286727.0,238932.0,155251.0,130580,0.0,229,0.00044
강남구,2019,커피-음료,1190167037.6791046,318889459.6791045,319117490.55597013,192824916.2947761,104676171.98134328,0.221,21.1,928198.9296116504,184485.3713592233,219326.4757281553,170824.6359223301,109888.74757281554,186583.43689320388,149304.4708737864,172608.45388349515,604128.4583333334,630089.9036458334,937043.0,186311.0,286727.0,238932.0,155251.0,130580,0.0,1234,0.00011
강남구,2019,한식음식점,3857040332.751656,484200995.205298,751270237.7284768,649497806.5298014,433967639.89735097,0.1989,8.51,928198.9296116504,184485.3713592233,219326.4757281553,170824.6359223301,109888.74757281554,186583.43689320388,149304.4708737864,172608.45388349515,604128.4583333334,630089.9036458334,937043.0,186311.0,286727.0,238932.0,155251.0,130580,0.0,4828,3.4e-05
강남구,2020,분식전문점,605114450.6497176,110132734.4180791,126195762.76836158,130382799.41242938,85094426.64971751,0.198,8.0,916064.0509708738,178571.65533980582,215503.6893203884,175009.48786407767,110989.19902912622,187169.24514563108,147216.85194174756,167626.73058252427,459797.296875,479109.9609375,941486.75,187173.5,288050.25,240040.25,156059.25,132945,1.81,931,0.00022
강남구,2020,양식음식점,1224923974.3172042,252883518.13978493,301829428.4408602,180777911.467742,123521285.0591398,0.278,10.55,916064.0509708738,178571.65533980582,215503.6893203884,175009.48786407767,110989.19902912622,187169.24514563108,147216.85194174756,167626.73058252427,459797.296875,479109.9609375,941486.75,187173.5,288050.25,240040.25,156059.25,132945,1.81,2247,0.000109
강남구,2020,일식음식점,992047533.25,191985961.07222223,226079190.74444443,134753154.18888888,87595728.27777778,0.1947,9.84,916064.0509708738,178571.65533980582,215503.6893203884,175009.48786407767,110989.19902912622,187169.24514563108,147216.85194174756,167626.73058252427,459797.296875,479109.9609375,941486.75,187173.5,288050.25,240040.25,156059.25,132945,1.81,861,0.000134
강남구,2020,중식음식점,846550310.3714286,114396414.9,158637447.45714286,130379901.38571428,95086775.48571429,0.2311,9.2,916064.0509708738,178571.65533980582,215503.6893203884,175009.48786407767,110989.19902912622,187169.24514563108,147216.85194174756,167626.73058252427,459797.296875,479109.9609375,941486.75,187173.5,288050.25,240040.25,156059.25,132945,1.81,375,0.000157
강남구,2020,치킨전문점,262566108.62237763,39896717.66433566,52002494.055944055,60025962.96503496,44571364.55244755,0.2316,8.78,916064.0509708738,178571.65533980582,215503.6893203884,175009.48786407767,110989.19902912622,187169.24514563108,147216.85194174756,167626.73058252427,459797.296875,479109.9609375,941486.75,187173.5,288050.25,240040.25,156059.25,132945,1.81,270,0.000506
강남구,2020,커피-음료,1037797139.9407666,277801002.73519164,276491061.17770034,168696967.14285713,99309669.83972123,0.204,16.52,916064.0509708738,178571.65533980582,215503.6893203884,175009.48786407767,110989.19902912622,187169.24514563108,147216.85194174756,167626.73058252427,459797.296875,479109.9609375,941486.75,187173.5,288050.25,240040.25,156059.25,132945,1.81,1319,0.000128
강남구,2020,한식음식점,3615924429.822951,480357659.4491803,716816292.1180328,586226812.7278688,429521262.7704918,0.1894,9.92,916064.0509708738,178571.65533980582,215503.6893203884,175009.48786407767,110989.19902912622,187169.24514563108,147216.85194174756,167626.73058252427,459797.296875,479109.9609375,941486.75,187173.5,288050.25,240040.25,156059.25,132945,1.81,4869,3.7e-05
강남구,2021,분식전문점,613852098.8743719,100575633.73366834,123129487.09045228,133082911.75879396,95574201.55276382,0.2038,9.42,871905.3883495146,163603.48786407767,204539.68689320388,171517.21601941748,108914.7281553398,179233.0776699029,142024.79126213593,160101.4733009709,465546.4505208333,479444.1744791667,956383.5,190085.0,292723.25,243863.0,158614.25,141815,6.67,914,0.000231
강남구,2021,양식음식점,1653847775.030928,371070772.3402062,426885802.9278351,233780541.8350516,160096456.371134,0.3004,8.37,871905.3883495146,163603.48786407767,204539.68689320388,171517.21601941748,108914.7281553398,179233.0776699029,142024.79126213593,160101.4733009709,465546.4505208333,479444.1744791667,956383.5,190085.0,292723.25,243863.0,158614.25,141815,6.67,2266,8.6e-05
강남구,2021,일식음식점,1162269923.6700509,216035801.9035533,256301883.52284265,157774835.3248731,105349062.81218274,0.1875,8.58,871905.3883495146,163603.48786407767,204539.68689320388,171517.21601941748,108914.7281553398,179233.0776699029,142024.79126213593,160101.4733009709,465546.4505208333,479444.1744791667,956383.5,190085.0,292723.25,243863.0,158614.25,141815,6.67,916,0.000122
강남구,2021,중식음식점,1126570806.7534246,172375147.6438356,224247627.2260274,176063673.88356164,131845210.97945206,0.2362,9.11,871905.3883495146,163603.48786407767,204539.68689320388,171517.21601941748,108914.7281553398,179233.0776699029,142024.79126213593,160101.4733009709,465546.4505208333,479444.1744791667,956383.5,190085.0,292723.25,243863.0,158614.25,141815,6.67,379,0.000126
강남구,2021,치킨전문점,260641822.2165605,34597772.63057325,49046340.19745223,56407470.82165605,46266060.9044586,0.2036,12.26,871905.3883495146,163603.48786407767,204539.68689320388,171517.21601941748,108914.7281553398,179233.0776699029,142024.79126213593,160101.4733009709,465546.4505208333,479444.1744791667,956383.5,190085.0,292723.25,243863.0,158614.25,141815,6.67,279,0.000544
강남구,2021,커피-음료,1208703291.6333334,295313001.81333333,321596633.54,202014866.44666663,118146286.37666668,0.2022,13.01,871905.3883495146,163603.48786407767,204539.68689320388,171517.21601941748,108914.7281553398,179233.0776699029,142024.79126213593,160101.4733009709,465546.4505208333,479444.1744791667,956383.5,190085.0,292723.25,243863.0,158614.25,141815,6.67,1411,0.000117
강남구,2021,한식음식점,4240755740.105431,525062501.85942495,809087669.4153354,675145454.7348243,526771281.7955272,0.1831,9.86,871905.3883495146,163603.48786407767,204539.68689320388,171517.21601941748,108914.7281553398,179233.0776699029,142024.79126213593,160101.4733009709,465546.4505208333,479444.1744791667,956383.5,190085.0,292723.25,243863.0,158614.25,141815,6.67,4852,3.3e-05
강남구,2022,분식전문점,706743978.6479592,108420442.3010204,146561407.80612245,153242765.62755102,115127812.90816326,0.2158,10.21,893557.6310679612,168685.7645631068,209469.61893203884,177922.82524271845,112186.81796116506,183077.37378640776,146901.28640776698,165668.31553398058,514362.3723958333,531397.5677083334,935745.25,186188.0,286969.75,238845.5,154821.25,144513,1.9,879,0.000204
강남구,2022,양식음식점,2004309613.0765307,383877566.2908163,533280232.7602041,298894982.3367347,201558443.82142857,0.3057,9.38,893557.6310679612,168685.7645631068,209469.61893203884,177922.82524271845,112186.81796116506,183077.37378640776,146901.28640776698,165668.31553398058,514362.3723958333,531397.5677083334,935745.25,186188.0,286969.75,238845.5,154821.25,144513,1.9,2241,7.2e-05
강남구,2022,일식음식점,1385605651.7539268,243796929.4816754,329382741.39790577,187208409.2774869,122161028.41884816,0.204,8.33,893557.6310679612,168685.7645631068,209469.61893203884,177922.82524271845,112186.81796116506,183077.37378640776,146901.28640776698,165668.31553398058,514362.3723958333,531397.5677083334,935745.25,186188.0,286969.75,238845.5,154821.25,144513,1.9,947,0.000104
강남구,2022,중식음식점,1415987210.4966888,201394907.7615894,286422945.45033115,215867259.9205298,164440561.4370861,0.2441,8.73,893557.6310679612,168685.7645631068,209469.61893203884,177922.82524271845,112186.81796116506,183077.37378640776,146901.28640776698,165668.31553398058,514362.3723958333,531397.5677083334,935745.25,186188.0,286969.75,238845.5,154821.25,144513,1.9,387,0.000102
강남구,2022,치킨전문점,331099921.3896104,38468853.396103896,66898994.85714286,71110819.62337662,53983712.03246753,0.1983,13.31,893557.6310679612,168685.7645631068,209469.61893203884,177922.82524271845,112186.81796116506,183077.37378640776,146901.28640776698,165668.31553398058,514362.3723958333,531397.5677083334,935745.25,186188.0,286969.75,238845.5,154821.25,144513,1.9,280,0.000436
강남구,2022,커피-음료,1372506477.0884354,295043982.8129252,371803000.76870745,233971490.74829933,142848418.4659864,0.202,15.91,893557.6310679612,168685.7645631068,209469.61893203884,177922.82524271845,112186.81796116506,183077.37378640776,146901.28640776698,165668.31553398058,514362.3723958333,531397.5677083334,935745.25,186188.0,286969.75,238845.5,154821.25,144513,1.9,1453,0.000105
강남구,2022,한식음식점,5383904906.485531,621761588.0900321,1054280965.7009648,838402901.6688102,635659405.6688102,0.1889,8.88,893557.6310679612,168685.7645631068,209469.61893203884,177922.82524271845,112186.81796116506,183077.37378640776,146901.28640776698,165668.31553398058,514362.3723958333,531397.5677083334,935745.25,186188.0,286969.75,238845.5,154821.25,144513,1.9,4883,2.7e-05
강남구,2023,분식전문점,743017649.90625,96479767.14583331,148861937.203125,172104466.68229166,129368648.73958331,0.2245,9.95,897189.3592233009,165887.33980582524,208917.16990291263,181297.76699029127,114841.78883495144,184178.61893203884,149143.2766990291,166236.14077669903,555905.5286458334,571618.0911458334,897607.0,179141.25,275323.75,229296.0,148391.25,150923,4.44,851,0.000203
강남구,2023,양식음식점,2004879806.135,305898101.725,519349102.765,324290422.35,220146463.99,0.2922,9.21,897189.3592233009,165887.33980582524,208917.16990291263,181297.76699029127,114841.78883495144,184178.61893203884,149143.2766990291,166236.14077669903,555905.5286458334,571618.0911458334,897607.0,179141.25,275323.75,229296.0,148391.25,150923,4.44,2217,7.5e-05
강남구,2023,일식음식점,1351963890.340314,206389756.9424084,329978745.12565446,193260129.4397905,125354076.0418848,0.2006,8.75,897189.3592233009,165887.33980582524,208917.16990291263,181297.76699029127,114841.78883495144,184178.61893203884,149143.2766990291,166236.14077669903,555905.5286458334,571618.0911458334,897607.0,179141.25,275323.75,229296.0,148391.25,150923,4.44,1011,0.000112
강남구,2023,중식음식점,1381140742.1447368,188453295.0723684,285722393.8486842,228142877.03947368,168056996.15131578,0.2415,8.05,897189.3592233009,165887.33980582524,208917.16990291263,181297.76699029127,114841.78883495144,184178.61893203884,149143.2766990291,166236.14077669903,555905.5286458334,571618.0911458334,897607.0,179141.25,275323.75,229296.0,148391.25,150923,4.44,411,0.000109
강남구,2023,치킨전문점,350247457.05921054,35364670.75,69036577.56578948,74199131.88815789,58506107.28289474,0.1905,10.5,897189.3592233009,165887.33980582524,208917.16990291263,181297.76699029127,114841.78883495144,184178.61893203884,149143.2766990291,166236.14077669903,555905.5286458334,571618.0911458334,897607.0,179141.25,275323.75,229296.0,148391.25,150923,4.44,307,0.000431
강남구,2023,커피-음료,1464135137.899654,272011148.9688581,405019464.0865052,258337895.83737025,162414330.16608995,0.2028,17.37,897189.3592233009,165887.33980582524,208917.16990291263,181297.76699029127,114841.78883495144,184178.61893203884,149143.2766990291,166236.14077669903,555905.5286458334,571618.0911458334,897607.0,179141.25,275323.75,229296.0,148391.25,150923,4.44,1465,0.000103
강남구,2023,한식음식점,5666122124.280757,568282105.8895899,1095541763.1861198,893341419.2239747,694419081.5741324,0.1908,10.7,897189.3592233009,165887.33980582524,208917.16990291263,181297.76699029127,114841.78883495144,184178.61893203884,149143.2766990291,166236.14077669903,555905.5286458334,571618.0911458334,897607.0,179141.25,275323.75,229296.0,148391.25,150923,4.44,4900,2.7e-05
강남구,2024,분식전문점,701512153.7513227,80575785.33862434,141543988.04232803,160529482.989418,125598925.2116402,0.2158,8.84,885338.501216545,157791.84671532846,201251.5255474453,182337.14841849147,116560.88564476886,182767.40632603408,146638.9878345499,162599.95133819952,566078.0286458334,582845.9609375,1028384.75,205084.5,315722.75,263237.75,170117.25,174260,15.46,825,0.000248
강남구,2024,양식음식점,1849868723.030303,231023736.9949495,462055501.6464647,313790750.7626263,205874516.47474748,0.2826,9.58,885338.501216545,157791.84671532846,201251.5255474453,182337.14841849147,116560.88564476886,182767.40632603408,146638.9878345499,162599.95133819952,566078.0286458334,582845.9609375,1028384.75,205084.5,315722.75,263237.75,170117.25,174260,15.46,2143,9.4e-05
강남구,2024,일식음식점,1183600142.4948454,149835100.6443299,284470303.4845361,172973815.06185567,118164433.19072165,0.1907,9.68,885338.501216545,157791.84671532846,201251.5255474453,182337.14841849147,116560.88564476886,182767.40632603408,146638.9878345499,162599.95133819952,566078.0286458334,582845.9609375,1028384.75,205084.5,315722.75,263237.75,170117.25,174260,15.46,1036,0.000147
강남구,2024,중식음식점,1289653480.0191083,170519288.1210191,272161681.6942675,209910220.62420383,161251893.3821656,0.2464,12.26,885338.501216545,157791.84671532846,201251.5255474453,182337.14841849147,116560.88564476886,182767.40632603408,146638.9878345499,162599.95133819952,566078.0286458334,582845.9609375,1028384.75,205084.5,315722.75,263237.75,170117.25,174260,15.46,415,0.000135
강남구,2024,치킨전문점,341206045.2237762,30899601.90909091,68109576.95804195,70035795.35664336,58483153.0,0.1883,13.58,885338.501216545,157791.84671532846,201251.5255474453,182337.14841849147,116560.88564476886,182767.40632603408,146638.9878345499,162599.95133819952,566078.0286458334,582845.9609375,1028384.75,205084.5,315722.75,263237.75,170117.25,174260,15.46,299,0.000511
강남구,2024,커피-음료,1370209213.2,218554540.67,375004322.00666666,249898154.17,163048830.00666666,0.2053,17.92,885338.501216545,157791.84671532846,201251.5255474453,182337.14841849147,116560.88564476886,182767.40632603408,146638.9878345499,162599.95133819952,566078.0286458334,582845.9609375,1028384.75,205084.5,315722.75,263237.75,170117.25,174260,15.46,1479,0.000127
강남구,2024,한식음식점,5562520562.8558,479147087.8119122,1063422604.7931036,873218183.8495297,702422236.9090909,0.1925,9.68,885338.501216545,157791.84671532846,201251.5255474453,182337.14841849147,116560.88564476886,182767.40632603408,146638.9878345499,162599.95133819952,566078.0286458334,582845.9609375,1028384.75,205084.5,315722.75,263237.75,170117.25,174260,15.46,4962,3.1e-05
강동구,2019,분식전문점,427667872.70873785,79672451.83495146,88254468.17475729,123668621.7961165,73757286.36893204,0.3273,9.88,1232155.4375,151665.92916666667,187881.47083333333,191487.3625,194512.7875,253539.40833333333,140516.2125,199831.2458333333,361394.2435897436,351747.108974359,51867.0,6703.0,11099.0,11909.0,12180.0,80001,0.0,301,0.000187
강동구,2019,양식음식점,668491886.75,228027192.03125,147784029.03125,143868561.03125,75890520.90625,0.371,11.9,1232155.4375,151665.92916666667,187881.47083333333,191487.3625,194512.7875,253539.40833333333,140516.2125,199831.2458333333,361394.2435897436,351747.108974359,51867.0,6703.0,11099.0,11909.0,12180.0,80001,0.0,111,0.00012
강동구,2019,일식음식점,230004365.0217392,61207245.36956522,46358431.06521739,47978287.0,35146476.86956522,0.3148,7.59,1232155.4375,151665.92916666667,187881.47083333333,191487.3625,194512.7875,253539.40833333333,140516.2125,199831.2458333333,361394.2435897436,351747.108974359,51867.0,6703.0,11099.0,11909.0,12180.0,80001,0.0,146,0.000348
강동구,2019,중식음식점,171630066.140625,28216003.0625,45125954.828125,41755850.46875,25623844.53125,0.3504,6.94,1232155.4375,151665.92916666667,187881.47083333333,191487.3625,194512.7875,253539.40833333333,140516.2125,199831.2458333333,361394.2435897436,351747.108974359,51867.0,6703.0,11099.0,11909.0,12180.0,80001,0.0,134,0.000466
강동구,2019,치킨전문점,110593588.09375,22873668.52083333,22908781.125,31979993.39583333,21312822.729166668,0.3378,8.61,1232155.4375,151665.92916666667,187881.47083333333,191487.3625,194512.7875,253539.40833333333,140516.2125,199831.2458333333,361394.2435897436,351747.108974359,51867.0,6703.0,11099.0,11909.0,12180.0,80001,0.0,467,0.000723
강동구,2019,커피-음료,145651931.5398773,39766941.95092025,36906880.503067486,30546839.37423313,19357791.90184049,0.3316,9.69,1232155.4375,151665.92916666667,187881.47083333333,191487.3625,194512.7875,253539.40833333333,140516.2125,199831.2458333333,361394.2435897436,351747.108974359,51867.0,6703.0,11099.0,11909.0,12180.0,80001,0.0,466,0.000549
강동구,2019,한식음식점,1409126624.074074,190864153.4537037,266992356.9675926,317742284.5277778,299311567.1990741,0.3233,9.29,1232155.4375,151665.92916666667,187881.47083333333,191487.3625,194512.7875,253539.40833333333,140516.2125,199831.2458333333,361394.2435897436,351747.108974359,51867.0,6703.0,11099.0,11909.0,12180.0,80001,0.0,1962,5.7e-05
강동구,2020,분식전문점,417305937.29126215,77341259.74757281,81768119.7184466,118375074.00970872,77028072.02912621,0.3144,8.57,1186541.379166667,151780.48333333334,184422.19166666668,185920.72916666663,183860.67916666667,243544.8333333333,138376.39583333334,195392.2958333333,290597.891025641,282777.17307692306,51800.75,6690.0,11093.0,11899.25,12173.5,85699,7.12,320,0.000205
강동구,2020,양식음식점,633265691.054054,215742187.97297296,138339586.5135135,126179387.16216215,79556681.08108108,0.3546,6.34,1186541.379166667,151780.48333333334,184422.19166666668,185920.72916666663,183860.67916666667,243544.8333333333,138376.39583333334,195392.2958333333,290597.891025641,282777.17307692306,51800.75,6690.0,11093.0,11899.25,12173.5,85699,7.12,133,0.000135
강동구,2020,일식음식점,279750575.67346936,68909913.36734694,60419079.81632653,53595363.10204082,45887120.63265306,0.297,6.63,1186541.379166667,151780.48333333334,184422.19166666668,185920.72916666663,183860.67916666667,243544.8333333333,138376.39583333334,195392.2958333333,290597.891025641,282777.17307692306,51800.75,6690.0,11093.0,11899.25,12173.5,85699,7.12,169,0.000306
강동구,2020,중식음식점,179425843.71830985,29111439.57746479,44283557.70422536,42105799.33802817,30100915.61971831,0.3279,8.33,1186541.379166667,151780.48333333334,184422.19166666668,185920.72916666663,183860.67916666667,243544.8333333333,138376.39583333334,195392.2958333333,290597.891025641,282777.17307692306,51800.75,6690.0,11093.0,11899.25,12173.5,85699,7.12,143,0.000478
강동구,2020,치킨전문점,114883482.73737374,20389644.525252525,23217903.12121212,31547819.37373737,25050403.08080808,0.3205,7.84,1186541.379166667,151780.48333333334,184422.19166666668,185920.72916666663,183860.67916666667,243544.8333333333,138376.39583333334,195392.2958333333,290597.891025641,282777.17307692306,51800.75,6690.0,11093.0,11899.25,12173.5,85699,7.12,482,0.000746
강동구,2020,커피-음료,146535242.3473054,41987577.28742515,36306951.08383234,28796113.185628746,19410335.736526947,0.305,11.38,1186541.379166667,151780.48333333334,184422.19166666668,185920.72916666663,183860.67916666667,243544.8333333333,138376.39583333334,195392.2958333333,290597.891025641,282777.17307692306,51800.75,6690.0,11093.0,11899.25,12173.5,85699,7.12,514,0.000585
강동구,2020,한식음식점,1401960503.0651162,192339559.4046512,257979749.0372093,296244764.0883721,306649474.6976744,0.3103,8.12,1186541.379166667,151780.48333333334,184422.19166666668,185920.72916666663,183860.67916666667,243544.8333333333,138376.39583333334,195392.2958333333,290597.891025641,282777.17307692306,51800.75,6690.0,11093.0,11899.25,12173.5,85699,7.12,2003,6.1e-05
강동구,2021,분식전문점,411383544.4728682,69870437.58139534,78569637.8992248,114052244.6124031,79690100.50387597,0.3108,11.02,1151765.4125,147547.07916666666,182329.5833333333,182869.825,178548.61666666667,236063.7375,133603.5125,189601.70416666663,280671.4518072289,275451.4939759036,50997.0,6552.5,10948.0,11763.75,11992.75,86943,1.45,331,0.000211
강동구,2021,양식음식점,324859111.6078432,102674869.94117647,62813901.803921565,66757279.43137255,49666864.49019608,0.3584,11.43,1151765.4125,147547.07916666666,182329.5833333333,182869.825,178548.61666666667,236063.7375,133603.5125,189601.70416666663,280671.4518072289,275451.4939759036,50997.0,6552.5,10948.0,11763.75,11992.75,86943,1.45,155,0.000268
강동구,2021,일식음식점,351393151.53571427,74994943.67857143,78852792.69642857,65589798.071428575,55885129.33928572,0.2835,7.32,1151765.4125,147547.07916666666,182329.5833333333,182869.825,178548.61666666667,236063.7375,133603.5125,189601.70416666663,280671.4518072289,275451.4939759036,50997.0,6552.5,10948.0,11763.75,11992.75,86943,1.45,190,0.000247
강동구,2021,중식음식점,184571790.2317073,27282894.23170732,40072903.40243903,42334387.80487805,33953907.646341465,0.3396,6.17,1151765.4125,147547.07916666666,182329.5833333333,182869.825,178548.61666666667,236063.7375,133603.5125,189601.70416666663,280671.4518072289,275451.4939759036,50997.0,6552.5,10948.0,11763.75,11992.75,86943,1.45,152,0.000471
강동구,2021,치킨전문점,123483569.107438,16152932.20661157,21432453.371900827,32519523.652892563,31485108.049586777,0.3186,9.7,1151765.4125,147547.07916666666,182329.5833333333,182869.825,178548.61666666667,236063.7375,133603.5125,189601.70416666663,280671.4518072289,275451.4939759036,50997.0,6552.5,10948.0,11763.75,11992.75,86943,1.45,484,0.000704
강동구,2021,커피-음료,222518795.74566475,55854247.54913295,54813269.751445085,44215379.80924855,32345489.34682081,0.314,10.53,1151765.4125,147547.07916666666,182329.5833333333,182869.825,178548.61666666667,236063.7375,133603.5125,189601.70416666663,280671.4518072289,275451.4939759036,50997.0,6552.5,10948.0,11763.75,11992.75,86943,1.45,578,0.000391
강동구,2021,한식음식점,1525765907.2694063,171830400.52968037,254556905.0365297,312470906.10502285,345101160.6940639,0.3017,9.27,1151765.4125,147547.07916666666,182329.5833333333,182869.825,178548.61666666667,236063.7375,133603.5125,189601.70416666663,280671.4518072289,275451.4939759036,50997.0,6552.5,10948.0,11763.75,11992.75,86943,1.45,1978,5.7e-05
강동구,2022,분식전문점,429189906.4285714,67803947.32330827,80442810.22556391,123821622.69172932,82157369.63157895,0.3254,12.98,1134778.675,142492.21666666667,179990.00833333333,181235.25833333333,175907.5625,232664.75833333333,130802.82083333332,185828.0375,302482.27976190473,296852.42261904763,49302.5,6263.5,10585.0,11469.75,11561.75,102027,17.35,315,0.000238
강동구,2022,양식음식점,451711042.2083333,106420727.95833331,97317394.33333331,104818422.3125,73830010.89583333,0.3778,10.27,1134778.675,142492.21666666667,179990.00833333333,181235.25833333333,175907.5625,232664.75833333333,130802.82083333332,185828.0375,302482.27976190473,296852.42261904763,49302.5,6263.5,10585.0,11469.75,11561.75,102027,17.35,166,0.000226
강동구,2022,일식음식점,367135453.779661,78526111.6440678,88179439.18644068,69913074.83050847,57596356.55932204,0.3067,16.36,1134778.675,142492.21666666667,179990.00833333333,181235.25833333333,175907.5625,232664.75833333333,130802.82083333332,185828.0375,302482.27976190473,296852.42261904763,49302.5,6263.5,10585.0,11469.75,11561.75,102027,17.35,179,0.000278
강동구,2022,중식음식점,223926491.7948718,35651382.038461536,51704142.84615385,48459941.6025641,39140418.256410256,0.3389,10.12,1134778.675,142492.21666666667,179990.00833333333,181235.25833333333,175907.5625,232664.75833333333,130802.82083333332,185828.0375,302482.27976190473,296852.42261904763,49302.5,6263.5,10585.0,11469.75,11561.75,102027,17.35,151,0.000456
강동구,2022,치킨전문점,130146778.76033056,15141095.842975209,23036057.818181816,34903135.84297521,31729121.537190083,0.3327,10.17,1134778.675,142492.21666666667,179990.00833333333,181235.25833333333,175907.5625,232664.75833333333,130802.82083333332,185828.0375,302482.27976190473,296852.42261904763,49302.5,6263.5,10585.0,11469.75,11561.75,102027,17.35,468,0.000784
강동구,2022,커피-음료,234308056.3945945,49227883.03783784,58132292.93513513,49142247.043243244,37479799.605405405,0.3313,11.64,1134778.675,142492.21666666667,179990.00833333333,181235.25833333333,175907.5625,232664.75833333333,130802.82083333332,185828.0375,302482.27976190473,296852.42261904763,49302.5,6263.5,10585.0,11469.75,11561.75,102027,17.35,615,0.000435
강동구,2022,한식음식점,1740835444.424107,175989332.9732143,306250575.79910713,351799850.2410714,386390272.00446427,0.3175,12.2,1134778.675,142492.21666666667,179990.00833333333,181235.25833333333,175907.5625,232664.75833333333,130802.82083333332,185828.0375,302482.27976190473,296852.42261904763,49302.5,6263.5,10585.0,11469.75,11561.75,102027,17.35,1879,5.9e-05
강동구,2023,분식전문점,533266705.06153846,68703780.94615385,99849547.53846154,169249921.43846154,106591695.12307692,0.3371,13.69,1114208.1083333334,138985.22916666666,175907.4625,180221.5125,171750.84583333333,228483.42916666667,129008.39166666666,183205.30416666667,327196.63095238095,320631.65476190473,49476.0,6207.0,10566.25,11531.75,11689.5,106353,4.24,309,0.000199
강동구,2023,양식음식점,463624701.86538464,89202673.28846154,100978106.98076925,111984674.8846154,90013904.98076923,0.3886,16.92,1114208.1083333334,138985.22916666666,175907.4625,180221.5125,171750.84583333333,228483.42916666667,129008.39166666666,183205.30416666667,327196.63095238095,320631.65476190473,49476.0,6207.0,10566.25,11531.75,11689.5,106353,4.24,167,0.000229
강동구,2023,일식음식점,353489266.8135593,63612421.38983051,86873733.11864407,72695443.72881356,56854810.61016949,0.2984,12.44,1114208.1083333334,138985.22916666666,175907.4625,180221.5125,171750.84583333333,228483.42916666667,129008.39166666666,183205.30416666667,327196.63095238095,320631.65476190473,49476.0,6207.0,10566.25,11531.75,11689.5,106353,4.24,176,0.000301
강동구,2023,중식음식점,226517134.5609756,31705612.08536585,54308410.182926826,49015299.146341465,40631270.57317073,0.3389,10.0,1114208.1083333334,138985.22916666666,175907.4625,180221.5125,171750.84583333333,228483.42916666667,129008.39166666666,183205.30416666667,327196.63095238095,320631.65476190473,49476.0,6207.0,10566.25,11531.75,11689.5,106353,4.24,153,0.00047
강동구,2023,치킨전문점,135674455.77391306,14365475.921739131,23877817.173913043,34630688.75652174,33644994.51304348,0.3325,10.43,1114208.1083333334,138985.22916666666,175907.4625,180221.5125,171750.84583333333,228483.42916666667,129008.39166666666,183205.30416666667,327196.63095238095,320631.65476190473,49476.0,6207.0,10566.25,11531.75,11689.5,106353,4.24,455,0.000784
강동구,2023,커피-음료,259527628.81632653,47025432.69387755,64692890.67857143,57704272.30612245,42793063.33163265,0.3351,16.03,1114208.1083333334,138985.22916666666,175907.4625,180221.5125,171750.84583333333,228483.42916666667,129008.39166666666,183205.30416666667,327196.63095238095,320631.65476190473,49476.0,6207.0,10566.25,11531.75,11689.5,106353,4.24,597,0.00041
강동구,2023,한식음식점,1934245651.0223207,171471345.36607143,338788975.06696427,390203525.1875,430270330.8214286,0.3179,11.06,1114208.1083333334,138985.22916666666,175907.4625,180221.5125,171750.84583333333,228483.42916666667,129008.39166666666,183205.30416666667,327196.63095238095,320631.65476190473,49476.0,6207.0,10566.25,11531.75,11689.5,106353,4.24,1858,5.5e-05
