구명,연도,업종,총개수,폐업수,폐업률
노원구,2019,치킨전문점,518,54,10.42
노원구,2019,커피-음료,523,64,12.24
노원구,2019,한식음식점,1671,160,9.58
노원구,2020,분식전문점,373,25,6.7
노원구,2020,양식음식점,130,10,7.69
노원구,2020,일식음식점,186,17,9.14
노원구,2020,중식음식점,144,14,9.72
노원구,2020,치킨전문점,519,46,8.86
노원구,2020,커피-음료,524,51,9.73
노원구,2020,한식음식점,1664,128,7.69
노원구,2021,분식전문점,372,33,8.87
노원구,2021,양식음식점,140,11,7.86
노원구,2021,일식음식점,196,15,7.65
노원구,2021,중식음식점,149,8,5.37
노원구,2021,치킨전문점,517,51,9.86
노원구,2021,커피-음료,573,63,10.99
노원구,2021,한식음식점,1685,146,8.66
노원구,2022,분식전문점,358,39,10.89
노원구,2022,양식음식점,148,10,6.76
노원구,2022,일식음식점,201,17,8.46
노원구,2022,중식음식점,149,11,7.38
노원구,2022,치킨전문점,497,27,5.43
노원구,2022,커피-음료,599,71,11.85
노원구,2022,한식음식점,1638,118,7.2
노원구,2023,분식전문점,343,31,9.04
노원구,2023,양식음식점,173,21,12.14
노원구,2023,일식음식점,213,13,6.1
노원구,2023,중식음식점,149,17,11.41
노원구,2023,치킨전문점,516,52,10.08
노원구,2023,커피-음료,615,85,13.82
노원구,2023,한식음식점,1672,136,8.13
노원구,2024,분식전문점,341,31,9.09
노원구,2024,양식음식점,185,35,18.92
노원구,2024,일식음식점,220,23,10.45
노원구,2024,중식음식점,152,12,7.89
노원구,2024,치킨전문점,522,73,13.98
노원구,2024,커피-음료,585,77,13.16
노원구,2024,한식음식점,1723,164,9.52
도봉구,2019,분식전문점,191,14,7.33
도봉구,2019,양식음식점,96,14,14.58
도봉구,2019,일식음식점,108,10,9.26
도봉구,2019,중식음식점,86,7,8.14
도봉구,2019,치킨전문점,403,32,7.94
도봉구,2019,커피-음료,269,21,7.81
도봉구,2019,한식음식점,1120,123,10.98
도봉구,2020,분식전문점,197,20,10.15
도봉구,2020,양식음식점,96,6,6.25
도봉구,2020,일식음식점,106,9,8.49
도봉구,2020,중식음식점,86,3,3.49
도봉구,2020,치킨전문점,408,42,10.29
도봉구,2020,커피-음료,297,26,8.75
도봉구,2020,한식음식점,1080,72,6.67
도봉구,2021,분식전문점,191,37,19.37
도봉구,2021,양식음식점,102,10,9.8
도봉구,2021,일식음식점,114,11,9.65
도봉구,2021,중식음식점,89,6,6.74
도봉구,2021,치킨전문점,394,47,11.93
도봉구,2021,커피-음료,334,55,16.47
도봉구,2021,한식음식점,1109,132,11.9
도봉구,2022,분식전문점,159,16,10.06
도봉구,2022,양식음식점,101,11,10.89
도봉구,2022,일식음식점,118,15,12.71
도봉구,2022,중식음식점,88,13,14.77
도봉구,2022,치킨전문점,381,40,10.5
도봉구,2022,커피-음료,327,53,16.21
도봉구,2022,한식음식점,1057,111,10.5
도봉구,2023,분식전문점,153,13,8.5
도봉구,2023,양식음식점,106,11,10.38
도봉구,2023,일식음식점,112,18,16.07
도봉구,2023,중식음식점,84,4,4.76
도봉구,2023,치킨전문점,359,30,8.36
도봉구,2023,커피-음료,314,48,15.29
도봉구,2023,한식음식점,1054,122,11.57
도봉구,2024,분식전문점,156,16,10.26
도봉구,2024,양식음식점,102,14,13.73
도봉구,2024,일식음식점,101,12,11.88
도봉구,2024,중식음식점,86,7,8.14
도봉구,2024,치킨전문점,346,32,9.25
도봉구,2024,커피-음료,294,36,12.24
도봉구,2024,한식음식점,1026,94,9.16
동대문구,2019,분식전문점,308,37,12.01
동대문구,2019,양식음식점,157,14,8.92
동대문구,2019,일식음식점,164,14,8.54
동대문구,2019,중식음식점,162,10,6.17
동대문구,2019,치킨전문점,535,68,12.71
동대문구,2019,커피-음료,423,44,10.4
동대문구,2019,한식음식점,2330,210,9.01
동대문구,2020,분식전문점,287,20,6.97
동대문구,2020,양식음식점,162,18,11.11
동대문구,2020,일식음식점,164,16,9.76
동대문구,2020,중식음식점,164,13,7.93
동대문구,2020,치킨전문점,515,40,7.77
동대문구,2020,커피-음료,449,52,11.58
동대문구,2020,한식음식점,2252,174,7.73
동대문구,2021,분식전문점,285,23,8.07
동대문구,2021,양식음식점,157,14,8.92
동대문구,2021,일식음식점,169,19,11.24
동대문구,2021,중식음식점,162,9,5.56
동대문구,2021,치킨전문점,501,48,9.58
동대문구,2021,커피-음료,455,52,11.43
동대문구,2021,한식음식점,2174,157,7.22
동대문구,2022,분식전문점,274,23,8.39
동대문구,2022,양식음식점,168,27,16.07
동대문구,2022,일식음식점,170,17,10.0
동대문구,2022,중식음식점,174,16,9.2
동대문구,2022,치킨전문점,465,32,6.88
동대문구,2022,커피-음료,440,56,12.73
동대문구,2022,한식음식점,2147,181,8.43
동대문구,2023,분식전문점,263,28,10.65
동대문구,2023,양식음식점,166,17,10.24
동대문구,2023,일식음식점,169,13,7.69
동대문구,2023,중식음식점,182,19,10.44
동대문구,2023,치킨전문점,444,41,9.23
동대문구,2023,커피-음료,427,52,12.18
동대문구,2023,한식음식점,2121,148,6.98
동대문구,2024,분식전문점,255,52,20.39
동대문구,2024,양식음식점,179,29,16.2
동대문구,2024,일식음식점,168,30,17.86
동대문구,2024,중식음식점,188,38,20.21
동대문구,2024,치킨전문점,429,82,19.11
동대문구,2024,커피-음료,434,45,10.37
동대문구,2024,한식음식점,2167,278,12.83
동작구,2019,분식전문점,334,33,9.88
동작구,2019,양식음식점,183,25,13.66
동작구,2019,일식음식점,140,9,6.43
동작구,2019,중식음식점,126,7,5.56
동작구,2019,치킨전문점,370,28,7.57
동작구,2019,커피-음료,482,59,12.24
동작구,2019,한식음식점,1404,93,6.62
동작구,2020,분식전문점,316,32,10.13
동작구,2020,양식음식점,171,30,17.54
동작구,2020,일식음식점,139,13,9.35
동작구,2020,중식음식점,126,12,9.52
동작구,2020,치킨전문점,362,51,14.09
동작구,2020,커피-음료,497,83,16.7
동작구,2020,한식음식점,1401,128,9.14
동작구,2021,분식전문점,298,26,8.72
동작구,2021,양식음식점,146,10,6.85
동작구,2021,일식음식점,149,8,5.37
동작구,2021,중식음식점,123,9,7.32
동작구,2021,치킨전문점,327,27,8.26
동작구,2021,커피-음료,489,49,10.02
동작구,2021,한식음식점,1381,102,7.39
동작구,2022,분식전문점,284,24,8.45
동작구,2022,양식음식점,148,7,4.73
동작구,2022,일식음식점,159,15,9.43
동작구,2022,중식음식점,129,7,5.43
동작구,2022,치킨전문점,320,29,9.06
동작구,2022,커피-음료,510,53,10.39
동작구,2022,한식음식점,1354,109,8.05
동작구,2023,분식전문점,272,17,6.25
동작구,2023,양식음식점,147,18,12.24
동작구,2023,일식음식점,159,14,8.81
동작구,2023,중식음식점,134,7,5.22
동작구,2023,치킨전문점,314,24,7.64
동작구,2023,커피-음료,514,52,10.12
동작구,2023,한식음식점,1363,92,6.75
동작구,2024,분식전문점,272,22,8.09
동작구,2024,양식음식점,135,12,8.89
동작구,2024,일식음식점,164,15,9.15
동작구,2024,중식음식점,138,17,12.32
동작구,2024,치킨전문점,303,28,9.24
동작구,2024,커피-음료,514,63,12.26
동작구,2024,한식음식점,1397,94,6.73
마포구,2019,분식전문점,485,72,14.85
마포구,2019,양식음식점,576,94,16.32
마포구,2019,일식음식점,580,77,13.28
마포구,2019,중식음식점,273,32,11.72
마포구,2019,치킨전문점,930,142,15.27
마포구,2019,커피-음료,940,114,12.13
마포구,2019,한식음식점,2934,348,11.86
마포구,2020,분식전문점,440,42,9.55
마포구,2020,양식음식점,500,64,12.8
마포구,2020,일식음식점,514,55,10.7
마포구,2020,중식음식점,250,23,9.2
마포구,2020,치킨전문점,798,76,9.52
마포구,2020,커피-음료,842,107,12.71
마포구,2020,한식음식점,2718,246,9.05
마포구,2021,분식전문점,444,39,8.78
마포구,2021,양식음식점,566,50,8.83
마포구,2021,일식음식점,543,46,8.47
마포구,2021,중식음식점,249,20,8.03
마포구,2021,치킨전문점,768,72,9.38
마포구,2021,커피-음료,981,93,9.48
마포구,2021,한식음식점,2750,234,8.51
마포구,2022,분식전문점,443,47,10.61
마포구,2022,양식음식점,637,70,10.99
마포구,2022,일식음식점,594,54,9.09
마포구,2022,중식음식점,273,23,8.42
마포구,2022,치킨전문점,735,90,12.24
마포구,2022,커피-음료,1115,194,17.4
마포구,2022,한식음식점,2794,287,10.27
마포구,2023,분식전문점,426,45,10.56
마포구,2023,양식음식점,629,82,13.04
마포구,2023,일식음식점,645,43,6.67
마포구,2023,중식음식점,285,21,7.37
마포구,2023,치킨전문점,687,57,8.3
마포구,2023,커피-음료,1092,169,15.48
마포구,2023,한식음식점,2805,238,8.48
마포구,2024,분식전문점,418,57,13.64
마포구,2024,양식음식점,616,81,13.15
마포구,2024,일식음식점,698,81,11.6
마포구,2024,중식음식점,293,37,12.63
마포구,2024,치킨전문점,652,78,11.96
마포구,2024,커피-음료,1080,245,22.69
마포구,2024,한식음식점,2910,336,11.55
서대문구,2019,분식전문점,389,53,13.62
서대문구,2019,양식음식점,401,64,15.96
서대문구,2019,일식음식점,182,18,9.89
서대문구,2019,중식음식점,129,11,8.53
서대문구,2019,치킨전문점,402,41,10.2
서대문구,2019,커피-음료,545,65,11.93
서대문구,2019,한식음식점,1884,223,11.84
서대문구,2020,분식전문점,358,29,8.1
서대문구,2020,양식음식점,370,39,10.54
서대문구,2020,일식음식점,179,15,8.38
서대문구,2020,중식음식점,128,8,6.25
서대문구,2020,치킨전문점,397,44,11.08
서대문구,2020,커피-음료,559,86,15.38
서대문구,2020,한식음식점,1787,144,8.06
서대문구,2021,분식전문점,357,41,11.48
서대문구,2021,양식음식점,394,44,11.17
서대문구,2021,일식음식점,183,20,10.93
서대문구,2021,중식음식점,143,13,9.09
서대문구,2021,치킨전문점,375,40,10.67
서대문구,2021,커피-음료,558,87,15.59
서대문구,2021,한식음식점,1768,160,9.05
서대문구,2022,분식전문점,323,45,13.93
서대문구,2022,양식음식점,405,57,14.07
서대문구,2022,일식음식점,188,25,13.3
서대문구,2022,중식음식점,146,11,7.53
서대문구,2022,치킨전문점,354,53,14.97
서대문구,2022,커피-음료,570,90,15.79
서대문구,2022,한식음식점,1764,201,11.39
서대문구,2023,분식전문점,295,43,14.58
서대문구,2023,양식음식점,397,59,14.86
서대문구,2023,일식음식점,191,19,9.95
서대문구,2023,중식음식점,160,19,11.88
서대문구,2023,치킨전문점,323,38,11.76
서대문구,2023,커피-음료,560,92,16.43
서대문구,2023,한식음식점,1738,219,12.6
서대문구,2024,분식전문점,266,24,9.02
서대문구,2024,양식음식점,369,34,9.21
서대문구,2024,일식음식점,209,25,11.96
서대문구,2024,중식음식점,161,20,12.42
서대문구,2024,치킨전문점,296,25,8.45
서대문구,2024,커피-음료,532,80,15.04
서대문구,2024,한식음식점,1692,162,9.57
서초구,2019,분식전문점,459,38,8.28
서초구,2019,양식음식점,558,52,9.32
서초구,2019,일식음식점,364,24,6.59
서초구,2019,중식음식점,232,17,7.33
서초구,2019,치킨전문점,466,46,9.87
서초구,2019,커피-음료,1051,123,11.7
서초구,2019,한식음식점,3111,266,8.55
서초구,2020,분식전문점,467,44,9.42
서초구,2020,양식음식점,560,60,10.71
서초구,2020,일식음식점,368,36,9.78
서초구,2020,중식음식점,232,17,7.33
서초구,2020,치킨전문점,459,35,7.63
서초구,2020,커피-음료,1089,119,10.93
서초구,2020,한식음식점,3058,228,7.46
